commodity,market,region,pricetype,strategy,forecast_date,horizon_months,forecast_price_kes,forecast_lower,forecast_upper,test_mape,months_stale,confidence
Beans (mixed),Wote,Eastern,Retail,chronos,2027-06-01,12,159.56,132.4,169.16,3.73,3,high
Maize,Baringo,Eastern,Retail,chronos,2026-08-01,3,71.92,65.87,74.55,9.13,2,high
Maize,Baringo,Eastern,Retail,chronos,2026-09-01,3,71.18,61.06,79.07,9.13,2,high
Maize,Baringo,Eastern,Retail,chronos,2026-10-01,3,70.8,57.83,81.18,9.13,2,high
Maize,Baringo,Eastern,Retail,chronos,2026-08-01,6,71.18,64.87,77.11,9.13,2,high
Maize,Baringo,Eastern,Retail,chronos,2026-09-01,6,71.18,60.05,77.14,9.13,2,high
Maize,Baringo,Eastern,Retail,chronos,2026-10-01,6,68.58,58.83,80.07,9.13,2,high
Maize,Baringo,Eastern,Retail,chronos,2026-11-01,6,67.84,57.09,80.15,9.13,2,high
Maize,Baringo,Eastern,Retail,chronos,2026-12-01,6,68.02,57.09,82.3,9.13,2,high
Maize,Baringo,Eastern,Retail,chronos,2027-01-01,6,67.84,56.98,84.19,9.13,2,high
Maize,Baringo,Eastern,Retail,chronos,2026-08-01,12,71.92,64.87,76.44,9.13,2,high
Maize,Baringo,Eastern,Retail,chronos,2026-09-01,12,71.18,58.94,80.07,9.13,2,high
Maize,Baringo,Eastern,Retail,chronos,2026-10-01,12,70.99,58.83,82.41,9.13,2,high
Maize,Baringo,Eastern,Retail,chronos,2026-11-01,12,70.06,57.76,83.15,9.13,2,high
Maize,Baringo,Eastern,Retail,chronos,2026-12-01,12,70.06,56.87,82.7,9.13,2,high
Maize,Baringo,Eastern,Retail,chronos,2027-01-01,12,71.18,56.98,84.97,9.13,2,high
Maize,Baringo,Eastern,Retail,chronos,2027-02-01,12,71.55,58.83,87.15,9.13,2,high
Maize,Baringo,Eastern,Retail,chronos,2027-03-01,12,73.21,58.83,90.3,9.13,2,high
Maize,Baringo,Eastern,Retail,chronos,2027-04-01,12,74.33,58.94,93.86,9.13,2,high
Maize,Baringo,Eastern,Retail,chronos,2027-05-01,12,75.99,58.9,97.9,9.13,2,high
Maize,Baringo,Eastern,Retail,chronos,2027-06-01,12,75.81,57.83,99.02,9.13,2,high
Maize,Baringo,Eastern,Retail,chronos,2027-07-01,12,76.18,57.76,100.13,9.13,2,high
Maize,Bomet,Rift Valley,Retail,chronos,2026-07-01,3,57.31,51.97,61.9,6.2,3,high
Maize,Bomet,Rift Valley,Retail,chronos,2026-08-01,3,56.12,48.57,63.64,6.2,3,high
Maize,Bomet,Rift Valley,Retail,chronos,2026-09-01,3,54.42,45.54,65.3,6.2,3,high
Maize,Bomet,Rift Valley,Retail,chronos,2026-07-01,6,57.14,51.36,61.29,6.2,3,high
Maize,Bomet,Rift Valley,Retail,chronos,2026-08-01,6,56.8,47.62,63.98,6.2,3,high
Maize,Bomet,Rift Valley,Retail,chronos,2026-09-01,6,56.46,44.76,65.0,6.2,3,high
Maize,Bomet,Rift Valley,Retail,chronos,2026-10-01,6,55.61,43.54,65.3,6.2,3,high
Maize,Bomet,Rift Valley,Retail,chronos,2026-11-01,6,57.31,41.12,66.05,6.2,3,high
Maize,Bomet,Rift Valley,Retail,chronos,2026-12-01,6,57.14,40.82,69.11,6.2,3,high
Maize,Bomet,Rift Valley,Retail,chronos,2026-07-01,12,57.48,52.35,62.24,6.2,3,high
Maize,Bomet,Rift Valley,Retail,chronos,2026-08-01,12,57.31,46.6,63.98,6.2,3,high
Maize,Bomet,Rift Valley,Retail,chronos,2026-09-01,12,56.8,42.18,65.34,6.2,3,high
Maize,Bomet,Rift Valley,Retail,chronos,2026-10-01,12,56.97,41.36,68.37,6.2,3,high
Maize,Bomet,Rift Valley,Retail,chronos,2026-11-01,12,56.12,40.78,71.09,6.2,3,high
Maize,Bomet,Rift Valley,Retail,chronos,2026-12-01,12,55.61,40.75,70.98,6.2,3,high
Maize,Bomet,Rift Valley,Retail,chronos,2027-01-01,12,55.78,38.37,72.31,6.2,3,high
Maize,Bomet,Rift Valley,Retail,chronos,2027-02-01,12,55.78,38.43,75.88,6.2,3,high
Maize,Bomet,Rift Valley,Retail,chronos,2027-03-01,12,56.12,38.43,76.26,6.2,3,high
Maize,Bomet,Rift Valley,Retail,chronos,2027-04-01,12,56.46,37.35,72.17,6.2,3,high
Maize,Bomet,Rift Valley,Retail,chronos,2027-05-01,12,53.91,37.01,70.85,6.2,3,high
Maize,Bomet,Rift Valley,Retail,chronos,2027-06-01,12,54.59,36.29,71.12,6.2,3,high
Maize,Busia,Western,Wholesale,sarima,2024-04-01,3,46.89,34.61,59.16,26.0,30,low
Maize,Busia,Western,Wholesale,sarima,2024-05-01,3,51.49,35.98,67.0,26.0,30,low
Maize,Busia,Western,Wholesale,sarima,2024-06-01,3,53.14,35.21,71.08,26.0,30,low
Maize,Busia,Western,Wholesale,sarima,2024-04-01,6,46.89,34.61,59.16,26.0,30,low
Maize,Busia,Western,Wholesale,sarima,2024-05-01,6,51.49,35.98,67.0,26.0,30,low
Maize,Busia,Western,Wholesale,sarima,2024-06-01,6,53.14,35.21,71.08,26.0,30,low
Maize,Busia,Western,Wholesale,sarima,2024-07-01,6,55.99,35.92,76.06,26.0,30,low
Maize,Busia,Western,Wholesale,sarima,2024-08-01,6,52.17,30.17,74.17,26.0,30,low
Maize,Busia,Western,Wholesale,sarima,2024-09-01,6,49.65,25.89,73.42,26.0,30,low
Maize,Busia,Western,Wholesale,sarima,2024-04-01,12,46.89,34.61,59.16,26.0,30,low
Maize,Busia,Western,Wholesale,sarima,2024-05-01,12,51.49,35.98,67.0,26.0,30,low
Maize,Busia,Western,Wholesale,sarima,2024-06-01,12,53.14,35.21,71.08,26.0,30,low
Maize,Busia,Western,Wholesale,sarima,2024-07-01,12,55.99,35.92,76.06,26.0,30,low
Maize,Busia,Western,Wholesale,sarima,2024-08-01,12,52.17,30.17,74.17,26.0,30,low
Maize,Busia,Western,Wholesale,sarima,2024-09-01,12,49.65,25.89,73.42,26.0,30,low
Maize,Busia,Western,Wholesale,sarima,2024-10-01,12,49.59,24.18,75.01,26.0,30,low
Maize,Busia,Western,Wholesale,sarima,2024-11-01,12,48.64,21.67,75.6,26.0,30,low
Maize,Busia,Western,Wholesale,sarima,2024-12-01,12,48.69,20.27,77.12,26.0,30,low
Maize,Busia,Western,Wholesale,sarima,2025-01-01,12,44.15,14.33,73.97,26.0,30,low
Maize,Busia,Western,Wholesale,sarima,2025-02-01,12,40.23,9.08,71.38,26.0,30,low
Maize,Busia,Western,Wholesale,sarima,2025-03-01,12,41.64,9.21,74.06,26.0,30,low
Maize,Eldoret,Rift Valley,Retail,chronos,2026-07-01,3,48.03,44.16,53.18,15.36,3,medium
Maize,Eldoret,Rift Valley,Retail,chronos,2026-08-01,3,48.03,42.87,56.09,15.36,3,medium
Maize,Eldoret,Rift Valley,Retail,chronos,2026-09-01,3,48.35,44.13,58.66,15.36,3,medium
Maize,Eldoret,Rift Valley,Retail,chronos,2026-07-01,6,48.03,42.87,54.25,15.36,3,medium
Maize,Eldoret,Rift Valley,Retail,chronos,2026-08-01,6,48.19,41.87,57.05,15.36,3,medium
Maize,Eldoret,Rift Valley,Retail,chronos,2026-09-01,6,48.03,41.84,59.95,15.36,3,medium
Maize,Eldoret,Rift Valley,Retail,chronos,2026-10-01,6,48.03,38.97,59.95,15.36,3,medium
Maize,Eldoret,Rift Valley,Retail,chronos,2026-11-01,6,47.54,36.39,58.41,15.36,3,medium
Maize,Eldoret,Rift Valley,Retail,chronos,2026-12-01,6,44.0,35.13,56.41,15.36,3,medium
Maize,Eldoret,Rift Valley,Retail,chronos,2026-07-01,12,48.03,44.1,52.93,15.36,3,medium
Maize,Eldoret,Rift Valley,Retail,chronos,2026-08-01,12,48.19,41.58,55.8,15.36,3,medium
Maize,Eldoret,Rift Valley,Retail,chronos,2026-09-01,12,48.03,40.29,59.34,15.36,3,medium
Maize,Eldoret,Rift Valley,Retail,chronos,2026-10-01,12,48.19,39.9,58.12,15.36,3,medium
Maize,Eldoret,Rift Valley,Retail,chronos,2026-11-01,12,48.03,37.71,57.05,15.36,3,medium
Maize,Eldoret,Rift Valley,Retail,chronos,2026-12-01,12,45.13,33.81,56.15,15.36,3,medium
Maize,Eldoret,Rift Valley,Retail,chronos,2027-01-01,12,42.55,29.98,56.44,15.36,3,medium
Maize,Eldoret,Rift Valley,Retail,chronos,2027-02-01,12,42.06,29.98,56.41,15.36,3,medium
Maize,Eldoret,Rift Valley,Retail,chronos,2027-03-01,12,41.9,29.91,55.18,15.36,3,medium
Maize,Eldoret,Rift Valley,Retail,chronos,2027-04-01,12,42.71,28.98,56.44,15.36,3,medium
Maize,Eldoret,Rift Valley,Retail,chronos,2027-05-01,12,43.51,29.94,58.05,15.36,3,medium
Maize,Eldoret,Rift Valley,Retail,chronos,2027-06-01,12,46.42,32.23,58.66,15.36,3,medium
Maize,Embu-Mbeere,Eastern,Retail,chronos,2026-08-01,3,55.99,50.9,61.97,24.53,2,low
Maize,Embu-Mbeere,Eastern,Retail,chronos,2026-09-01,3,55.99,50.0,65.87,24.53,2,low
Maize,Embu-Mbeere,Eastern,Retail,chronos,2026-10-01,3,55.99,47.9,67.06,24.53,2,low
Maize,Embu-Mbeere,Eastern,Retail,chronos,2026-08-01,6,58.08,50.0,62.87,24.53,2,low
Maize,Embu-Mbeere,Eastern,Retail,chronos,2026-09-01,6,58.08,50.0,67.39,24.53,2,low
Maize,Embu-Mbeere,Eastern,Retail,chronos,2026-10-01,6,58.08,47.0,70.09,24.53,2,low
Maize,Embu-Mbeere,Eastern,Retail,chronos,2026-11-01,6,58.08,46.91,71.61,24.53,2,low
Maize,Embu-Mbeere,Eastern,Retail,chronos,2026-12-01,6,58.98,44.01,72.81,24.53,2,low
Maize,Embu-Mbeere,Eastern,Retail,chronos,2027-01-01,6,58.08,44.73,75.21,24.53,2,low
Maize,Embu-Mbeere,Eastern,Retail,chronos,2026-08-01,12,55.99,50.0,61.97,24.53,2,low
Maize,Embu-Mbeere,Eastern,Retail,chronos,2026-09-01,12,55.54,46.11,64.43,24.53,2,low
Maize,Embu-Mbeere,Eastern,Retail,chronos,2026-10-01,12,55.24,44.01,65.87,24.53,2,low
Maize,Embu-Mbeere,Eastern,Retail,chronos,2026-11-01,12,55.99,40.12,65.87,24.53,2,low
Maize,Embu-Mbeere,Eastern,Retail,chronos,2026-12-01,12,55.09,38.02,67.06,24.53,2,low
Maize,Embu-Mbeere,Eastern,Retail,chronos,2027-01-01,12,55.99,36.47,69.82,24.53,2,low
Maize,Embu-Mbeere,Eastern,Retail,chronos,2027-02-01,12,57.63,37.12,69.82,24.53,2,low
Maize,Embu-Mbeere,Eastern,Retail,chronos,2027-03-01,12,58.08,37.0,73.05,24.53,2,low
Maize,Embu-Mbeere,Eastern,Retail,chronos,2027-04-01,12,56.28,34.94,74.28,24.53,2,low
Maize,Embu-Mbeere,Eastern,Retail,chronos,2027-05-01,12,58.08,34.13,73.74,24.53,2,low
Maize,Embu-Mbeere,Eastern,Retail,chronos,2027-06-01,12,55.99,37.63,73.08,24.53,2,low
Maize,Embu-Mbeere,Eastern,Retail,chronos,2027-07-01,12,56.58,38.83,73.05,24.53,2,low
Maize,Garissa,North Eastern,Retail,prophet,2026-08-01,3,112.29,104.2,120.3,11.84,2,medium
Maize,Garissa,North Eastern,Retail,prophet,2026-09-01,3,114.95,106.71,123.01,11.84,2,medium
Maize,Garissa,North Eastern,Retail,prophet,2026-10-01,3,118.13,109.81,126.43,11.84,2,medium
Maize,Garissa,North Eastern,Retail,prophet,2026-08-01,6,112.29,103.83,120.19,11.84,2,medium
Maize,Garissa,North Eastern,Retail,prophet,2026-09-01,6,114.95,106.32,123.33,11.84,2,medium
Maize,Garissa,North Eastern,Retail,prophet,2026-10-01,6,118.13,110.05,126.09,11.84,2,medium
Maize,Garissa,North Eastern,Retail,prophet,2026-11-01,6,120.5,112.55,128.33,11.84,2,medium
Maize,Garissa,North Eastern,Retail,prophet,2026-12-01,6,117.99,109.89,125.62,11.84,2,medium
Maize,Garissa,North Eastern,Retail,prophet,2027-01-01,6,115.51,107.18,123.66,11.84,2,medium
Maize,Garissa,North Eastern,Retail,prophet,2026-08-01,12,112.29,104.78,120.12,11.84,2,medium
Maize,Garissa,North Eastern,Retail,prophet,2026-09-01,12,114.95,107.22,123.86,11.84,2,medium
Maize,Garissa,North Eastern,Retail,prophet,2026-10-01,12,118.13,110.24,126.77,11.84,2,medium
Maize,Garissa,North Eastern,Retail,prophet,2026-11-01,12,120.5,112.52,128.38,11.84,2,medium
Maize,Garissa,North Eastern,Retail,prophet,2026-12-01,12,117.99,109.77,126.79,11.84,2,medium
Maize,Garissa,North Eastern,Retail,prophet,2027-01-01,12,115.51,107.2,123.23,11.84,2,medium
Maize,Garissa,North Eastern,Retail,prophet,2027-02-01,12,115.28,107.34,123.02,11.84,2,medium
Maize,Garissa,North Eastern,Retail,prophet,2027-03-01,12,118.69,110.64,127.08,11.84,2,medium
Maize,Garissa,North Eastern,Retail,prophet,2027-04-01,12,117.46,109.54,125.36,11.84,2,medium
Maize,Garissa,North Eastern,Retail,prophet,2027-05-01,12,114.49,105.86,122.59,11.84,2,medium
Maize,Garissa,North Eastern,Retail,prophet,2027-06-01,12,115.91,107.39,124.01,11.84,2,medium
Maize,Garissa,North Eastern,Retail,prophet,2027-07-01,12,116.17,107.91,123.97,11.84,2,medium
Maize,Gatundu,Central,Retail,chronos,2026-07-01,3,69.74,58.87,74.27,10.6,3,medium
Maize,Gatundu,Central,Retail,chronos,2026-08-01,3,67.82,55.41,77.68,10.6,3,medium
Maize,Gatundu,Central,Retail,chronos,2026-09-01,3,67.4,54.13,77.29,10.6,3,medium
Maize,Gatundu,Central,Retail,chronos,2026-07-01,6,69.96,61.85,80.2,10.6,3,medium
Maize,Gatundu,Central,Retail,chronos,2026-08-01,6,69.1,58.87,84.5,10.6,3,medium
Maize,Gatundu,Central,Retail,chronos,2026-09-01,6,69.32,57.42,81.43,10.6,3,medium
Maize,Gatundu,Central,Retail,chronos,2026-10-01,6,65.27,55.41,81.52,10.6,3,medium
Maize,Gatundu,Central,Retail,chronos,2026-11-01,6,67.4,53.62,84.03,10.6,3,medium
Maize,Gatundu,Central,Retail,chronos,2026-12-01,6,65.48,49.91,81.94,10.6,3,medium
Maize,Gatundu,Central,Retail,chronos,2026-07-01,12,69.96,58.87,77.25,10.6,3,medium
Maize,Gatundu,Central,Retail,chronos,2026-08-01,12,68.25,58.74,80.2,10.6,3,medium
Maize,Gatundu,Central,Retail,chronos,2026-09-01,12,65.91,57.16,80.2,10.6,3,medium
Maize,Gatundu,Central,Retail,chronos,2026-10-01,12,64.84,55.03,80.2,10.6,3,medium
Maize,Gatundu,Central,Retail,chronos,2026-11-01,12,64.84,55.88,80.41,10.6,3,medium
Maize,Gatundu,Central,Retail,chronos,2026-12-01,12,63.56,51.15,79.43,10.6,3,medium
Maize,Gatundu,Central,Retail,chronos,2027-01-01,12,62.71,49.91,80.2,10.6,3,medium
Maize,Gatundu,Central,Retail,chronos,2027-02-01,12,63.56,49.91,80.2,10.6,3,medium
Maize,Gatundu,Central,Retail,chronos,2027-03-01,12,63.99,49.91,80.2,10.6,3,medium
Maize,Gatundu,Central,Retail,chronos,2027-04-01,12,63.77,49.91,80.2,10.6,3,medium
Maize,Gatundu,Central,Retail,chronos,2027-05-01,12,61.21,48.12,80.2,10.6,3,medium
Maize,Gatundu,Central,Retail,chronos,2027-06-01,12,61.85,49.01,80.2,10.6,3,medium
Maize,Githurai,Nairobi,Retail,chronos,2026-07-01,3,58.73,54.79,64.87,20.63,3,low
Maize,Githurai,Nairobi,Retail,chronos,2026-08-01,3,58.73,53.91,65.79,20.63,3,low
Maize,Githurai,Nairobi,Retail,chronos,2026-09-01,3,58.29,49.97,65.0,20.63,3,low
Maize,Githurai,Nairobi,Retail,chronos,2026-07-01,6,58.73,53.91,64.87,20.63,3,low
Maize,Githurai,Nairobi,Retail,chronos,2026-08-01,6,58.73,53.03,66.18,20.63,3,low
Maize,Githurai,Nairobi,Retail,chronos,2026-09-01,6,57.42,51.68,63.99,20.63,3,low
Maize,Githurai,Nairobi,Retail,chronos,2026-10-01,6,56.1,49.83,64.87,20.63,3,low
Maize,Githurai,Nairobi,Retail,chronos,2026-11-01,6,55.88,47.73,63.16,20.63,3,low
Maize,Githurai,Nairobi,Retail,chronos,2026-12-01,6,52.6,45.14,63.16,20.63,3,low
Maize,Githurai,Nairobi,Retail,chronos,2026-07-01,12,58.29,53.87,64.47,20.63,3,low
Maize,Githurai,Nairobi,Retail,chronos,2026-08-01,12,58.73,50.76,63.99,20.63,3,low
Maize,Githurai,Nairobi,Retail,chronos,2026-09-01,12,57.2,49.97,64.08,20.63,3,low
Maize,Githurai,Nairobi,Retail,chronos,2026-10-01,12,56.1,48.17,64.87,20.63,3,low
Maize,Githurai,Nairobi,Retail,chronos,2026-11-01,12,54.35,45.14,62.68,20.63,3,low
Maize,Githurai,Nairobi,Retail,chronos,2026-12-01,12,53.47,42.52,62.81,20.63,3,low
Maize,Githurai,Nairobi,Retail,chronos,2027-01-01,12,51.28,42.03,60.09,20.63,3,low
Maize,Githurai,Nairobi,Retail,chronos,2027-02-01,12,47.34,39.01,59.26,20.63,3,low
Maize,Githurai,Nairobi,Retail,chronos,2027-03-01,12,47.34,39.01,56.98,20.63,3,low
Maize,Githurai,Nairobi,Retail,chronos,2027-04-01,12,45.58,38.57,56.1,20.63,3,low
Maize,Githurai,Nairobi,Retail,chronos,2027-05-01,12,46.24,37.21,54.83,20.63,3,low
Maize,Githurai,Nairobi,Retail,chronos,2027-06-01,12,46.24,38.44,56.1,20.63,3,low
Maize,Hola,Coast,Retail,chronos,2026-07-01,3,74.96,69.63,74.96,4.94,3,high
Maize,Hola,Coast,Retail,chronos,2026-08-01,3,74.96,62.95,74.96,4.94,3,high
Maize,Hola,Coast,Retail,chronos,2026-09-01,3,74.96,56.6,74.96,4.94,3,high
Maize,Hola,Coast,Retail,chronos,2026-07-01,6,74.96,67.63,74.96,4.94,3,high
Maize,Hola,Coast,Retail,chronos,2026-08-01,6,74.96,58.22,74.96,4.94,3,high
Maize,Hola,Coast,Retail,chronos,2026-09-01,6,74.96,57.03,74.96,4.94,3,high
Maize,Hola,Coast,Retail,chronos,2026-10-01,6,74.96,54.0,74.96,4.94,3,high
Maize,Hola,Coast,Retail,chronos,2026-11-01,6,74.1,53.24,74.96,4.94,3,high
Maize,Hola,Coast,Retail,chronos,2026-12-01,6,74.1,56.05,74.96,4.94,3,high
Maize,Hola,Coast,Retail,chronos,2026-07-01,12,74.96,66.31,74.96,4.94,3,high
Maize,Hola,Coast,Retail,chronos,2026-08-01,12,74.96,59.11,74.96,4.94,3,high
Maize,Hola,Coast,Retail,chronos,2026-09-01,12,74.96,55.28,74.96,4.94,3,high
Maize,Hola,Coast,Retail,chronos,2026-10-01,12,74.96,56.6,74.96,4.94,3,high
Maize,Hola,Coast,Retail,chronos,2026-11-01,12,73.47,56.09,74.96,4.94,3,high
Maize,Hola,Coast,Retail,chronos,2026-12-01,12,73.04,54.47,74.96,4.94,3,high
Maize,Hola,Coast,Retail,chronos,2027-01-01,12,73.47,54.09,74.96,4.94,3,high
Maize,Hola,Coast,Retail,chronos,2027-02-01,12,74.53,53.19,74.96,4.94,3,high
Maize,Hola,Coast,Retail,chronos,2027-03-01,12,74.74,54.0,74.96,4.94,3,high
Maize,Hola,Coast,Retail,chronos,2027-04-01,12,73.68,54.09,74.96,4.94,3,high
Maize,Hola,Coast,Retail,chronos,2027-05-01,12,74.53,53.02,74.96,4.94,3,high
Maize,Hola,Coast,Retail,chronos,2027-06-01,12,74.74,54.05,74.96,4.94,3,high
Maize,Iciara,Eastern,Retail,chronos,2026-07-01,3,63.17,56.51,70.68,21.37,3,low
Maize,Iciara,Eastern,Retail,chronos,2026-08-01,3,58.73,49.25,70.64,21.37,3,low
Maize,Iciara,Eastern,Retail,chronos,2026-09-01,3,57.52,44.24,69.55,21.37,3,low
Maize,Iciara,Eastern,Retail,chronos,2026-07-01,6,62.77,54.49,70.68,21.37,3,low
Maize,Iciara,Eastern,Retail,chronos,2026-08-01,6,58.73,46.58,71.57,21.37,3,low
Maize,Iciara,Eastern,Retail,chronos,2026-09-01,6,56.31,44.2,71.2,21.37,3,low
Maize,Iciara,Eastern,Retail,chronos,2026-10-01,6,56.31,41.17,71.08,21.37,3,low
Maize,Iciara,Eastern,Retail,chronos,2026-11-01,6,56.71,38.31,69.87,21.37,3,low
Maize,Iciara,Eastern,Retail,chronos,2026-12-01,6,53.89,37.5,70.68,21.37,3,low
Maize,Iciara,Eastern,Retail,chronos,2026-07-01,12,62.97,56.83,70.68,21.37,3,low
Maize,Iciara,Eastern,Retail,chronos,2026-08-01,12,58.13,48.44,69.02,21.37,3,low
Maize,Iciara,Eastern,Retail,chronos,2026-09-01,12,56.31,42.79,68.7,21.37,3,low
Maize,Iciara,Eastern,Retail,chronos,2026-10-01,12,54.29,41.54,69.1,21.37,3,low
Maize,Iciara,Eastern,Retail,chronos,2026-11-01,12,54.69,40.32,72.74,21.37,3,low
Maize,Iciara,Eastern,Retail,chronos,2026-12-01,12,53.69,38.67,71.93,21.37,3,low
Maize,Iciara,Eastern,Retail,chronos,2027-01-01,12,54.29,39.11,71.57,21.37,3,low
Maize,Iciara,Eastern,Retail,chronos,2027-02-01,12,55.7,38.31,69.27,21.37,3,low
Maize,Iciara,Eastern,Retail,chronos,2027-03-01,12,54.09,37.82,71.45,21.37,3,low
Maize,Iciara,Eastern,Retail,chronos,2027-04-01,12,54.29,35.88,72.13,21.37,3,low
Maize,Iciara,Eastern,Retail,chronos,2027-05-01,12,54.09,34.23,71.08,21.37,3,low
Maize,Iciara,Eastern,Retail,chronos,2027-06-01,12,53.48,31.77,73.54,21.37,3,low
Maize,Isiolo,Eastern,Retail,chronos,2026-08-01,3,71.0,65.99,72.93,7.91,2,high
Maize,Isiolo,Eastern,Retail,chronos,2026-09-01,3,70.23,62.82,75.02,7.91,2,high
Maize,Isiolo,Eastern,Retail,chronos,2026-10-01,3,71.0,62.01,79.88,7.91,2,high
Maize,Isiolo,Eastern,Retail,chronos,2026-08-01,6,70.23,65.18,74.86,7.91,2,high
Maize,Isiolo,Eastern,Retail,chronos,2026-09-01,6,68.69,60.16,76.44,7.91,2,high
Maize,Isiolo,Eastern,Retail,chronos,2026-10-01,6,69.46,59.81,78.14,7.91,2,high
Maize,Isiolo,Eastern,Retail,chronos,2026-11-01,6,69.07,57.81,79.99,7.91,2,high
Maize,Isiolo,Eastern,Retail,chronos,2026-12-01,6,71.0,59.0,81.5,7.91,2,high
Maize,Isiolo,Eastern,Retail,chronos,2027-01-01,6,71.0,59.04,82.19,7.91,2,high
Maize,Isiolo,Eastern,Retail,chronos,2026-08-01,12,71.0,64.06,74.09,7.91,2,high
Maize,Isiolo,Eastern,Retail,chronos,2026-09-01,12,69.65,60.97,74.94,7.91,2,high
Maize,Isiolo,Eastern,Retail,chronos,2026-10-01,12,68.88,59.04,77.95,7.91,2,high
Maize,Isiolo,Eastern,Retail,chronos,2026-11-01,12,69.65,57.88,79.99,7.91,2,high
Maize,Isiolo,Eastern,Retail,chronos,2026-12-01,12,71.0,58.58,80.69,7.91,2,high
Maize,Isiolo,Eastern,Retail,chronos,2027-01-01,12,71.0,59.0,81.85,7.91,2,high
Maize,Isiolo,Eastern,Retail,chronos,2027-02-01,12,71.0,60.97,82.97,7.91,2,high
Maize,Isiolo,Eastern,Retail,chronos,2027-03-01,12,71.0,62.01,83.39,7.91,2,high
Maize,Isiolo,Eastern,Retail,chronos,2027-04-01,12,71.0,60.85,86.13,7.91,2,high
Maize,Isiolo,Eastern,Retail,chronos,2027-05-01,12,71.0,59.81,87.98,7.91,2,high
Maize,Isiolo,Eastern,Retail,chronos,2027-06-01,12,73.13,59.04,87.98,7.91,2,high
Maize,Isiolo,Eastern,Retail,chronos,2027-07-01,12,71.97,59.74,86.94,7.91,2,high
Maize,Kajiado,Rift Valley,Retail,sarima,2026-08-01,3,80.69,71.88,89.5,3.22,2,high
Maize,Kajiado,Rift Valley,Retail,sarima,2026-09-01,3,79.58,65.95,93.21,3.22,2,high
Maize,Kajiado,Rift Valley,Retail,sarima,2026-10-01,3,80.66,64.47,96.84,3.22,2,high
Maize,Kajiado,Rift Valley,Retail,sarima,2026-08-01,6,80.69,71.88,89.5,3.22,2,high
Maize,Kajiado,Rift Valley,Retail,sarima,2026-09-01,6,79.58,65.95,93.21,3.22,2,high
Maize,Kajiado,Rift Valley,Retail,sarima,2026-10-01,6,80.66,64.47,96.84,3.22,2,high
Maize,Kajiado,Rift Valley,Retail,sarima,2026-11-01,6,80.64,62.25,99.04,3.22,2,high
Maize,Kajiado,Rift Valley,Retail,sarima,2026-12-01,6,79.55,59.19,99.91,3.22,2,high
Maize,Kajiado,Rift Valley,Retail,sarima,2027-01-01,6,78.69,56.54,100.84,3.22,2,high
Maize,Kajiado,Rift Valley,Retail,sarima,2026-08-01,12,80.69,71.88,89.5,3.22,2,high
Maize,Kajiado,Rift Valley,Retail,sarima,2026-09-01,12,79.58,65.95,93.21,3.22,2,high
Maize,Kajiado,Rift Valley,Retail,sarima,2026-10-01,12,80.66,64.47,96.84,3.22,2,high
Maize,Kajiado,Rift Valley,Retail,sarima,2026-11-01,12,80.64,62.25,99.04,3.22,2,high
Maize,Kajiado,Rift Valley,Retail,sarima,2026-12-01,12,79.55,59.19,99.91,3.22,2,high
Maize,Kajiado,Rift Valley,Retail,sarima,2027-01-01,12,78.69,56.54,100.84,3.22,2,high
Maize,Kajiado,Rift Valley,Retail,sarima,2027-02-01,12,77.69,53.88,101.5,3.22,2,high
Maize,Kajiado,Rift Valley,Retail,sarima,2027-03-01,12,79.52,54.16,104.88,3.22,2,high
Maize,Kajiado,Rift Valley,Retail,sarima,2027-04-01,12,80.37,53.55,107.19,3.22,2,high
Maize,Kajiado,Rift Valley,Retail,sarima,2027-05-01,12,79.78,51.58,107.98,3.22,2,high
Maize,Kajiado,Rift Valley,Retail,sarima,2027-06-01,12,81.2,51.68,110.72,3.22,2,high
Maize,Kajiado,Rift Valley,Retail,sarima,2027-07-01,12,81.95,51.17,112.73,3.22,2,high
Maize,Kapsabet,Rift Valley,Retail,sarima,2026-07-01,3,59.63,49.47,69.79,11.66,3,medium
Maize,Kapsabet,Rift Valley,Retail,sarima,2026-08-01,3,61.03,45.23,76.83,11.66,3,medium
Maize,Kapsabet,Rift Valley,Retail,sarima,2026-09-01,3,63.22,40.42,86.02,11.66,3,medium
Maize,Kapsabet,Rift Valley,Retail,sarima,2026-07-01,6,59.63,49.47,69.79,11.66,3,medium
Maize,Kapsabet,Rift Valley,Retail,sarima,2026-08-01,6,61.03,45.23,76.83,11.66,3,medium
Maize,Kapsabet,Rift Valley,Retail,sarima,2026-09-01,6,63.22,40.42,86.02,11.66,3,medium
Maize,Kapsabet,Rift Valley,Retail,sarima,2026-10-01,6,63.23,35.13,91.34,11.66,3,medium
Maize,Kapsabet,Rift Valley,Retail,sarima,2026-11-01,6,65.6,33.03,98.16,11.66,3,medium
Maize,Kapsabet,Rift Valley,Retail,sarima,2026-12-01,6,65.5,29.03,101.98,11.66,3,medium
Maize,Kapsabet,Rift Valley,Retail,sarima,2026-07-01,12,59.63,49.47,69.79,11.66,3,medium
Maize,Kapsabet,Rift Valley,Retail,sarima,2026-08-01,12,61.03,45.23,76.83,11.66,3,medium
Maize,Kapsabet,Rift Valley,Retail,sarima,2026-09-01,12,63.22,40.42,86.02,11.66,3,medium
