commodity,market,pricetype,date,price_per_kg,rainfall_mm,GPR,diesel_price_kes,source,admin1,latitude,longitude,category,rainfall_source
Maize,Lamu,Retail,2021-07-01,45.0,41.89,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2021-08-01,46.0,15.2,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2021-09-01,43.0,22.18,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2021-10-01,46.0,13.14,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2021-11-01,46.0,33.5,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2021-12-01,52.0,120.6,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2022-01-01,49.0,4.26,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2022-02-01,47.0,1.53,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2022-03-01,44.0,14.17,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2022-04-01,51.0,68.03,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2022-05-01,49.0,241.92000000000002,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2022-06-01,56.0,135.70999999999998,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2022-07-01,60.0,87.77,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2022-08-01,58.0,17.23,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2022-09-01,55.0,66.9,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2022-10-01,60.0,35.94,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2022-11-01,60.0,134.09,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2022-12-01,57.0,18.02,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2023-01-01,62.0,14.03,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2023-02-01,62.0,0.13,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2023-03-01,70.0,48.8,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2023-04-01,74.0,408.42,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2023-05-01,73.0,158.25,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2023-06-01,76.0,90.69,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2023-07-01,70.0,104.77,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2023-08-01,87.0,82.09,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2023-09-01,58.0,34.17,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2023-10-01,59.0,121.06,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2023-11-01,55.0,370.95,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2023-12-01,55.0,100.13,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2024-01-01,56.0,17.72,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2024-02-01,60.0,14.67,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2024-03-01,64.0,47.66,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2024-04-01,66.0,191.46,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2024-05-01,66.0,207.87,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2024-06-01,67.0,69.12,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2024-07-01,68.0,52.86,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2024-08-01,69.0,33.95,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2024-09-01,56.0,13.08,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2024-10-01,55.0,28.01,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2024-11-01,56.0,120.14,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2024-12-01,56.0,52.410000000000004,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2025-01-01,56.0,2.39,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2025-02-01,65.0,0.03,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2025-03-01,64.0,32.05,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2025-04-01,64.0,125.75,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2025-05-01,64.0,310.42,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2025-06-01,67.0,226.58,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2025-07-01,66.0,63.1,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2025-08-01,62.0,43.1,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2025-09-01,63.0,22.49,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2025-10-01,62.0,38.98,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2025-11-01,60.0,22.240000000000002,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2025-12-01,60.0,14.89,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2026-01-01,60.0,0.77,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2026-02-01,62.0,54.93,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2026-03-01,62.0,119.88,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2026-04-01,64.0,210.23,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2026-05-01,62.0,137.6,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2026-06-01,64.0,117.66,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lamu,Retail,2026-07-01,64.0,26.72,,,FEWS,Coast,-2.269988,40.90076,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2018-01-01,63.75,0.01,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2018-02-01,61.21,2.15,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2018-03-01,61.91,61.1,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2018-04-01,61.91,101.6,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2018-05-01,56.9,37.62,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2019-01-01,56.67,2.6599999999999997,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2019-02-01,54.29,0.27,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2019-04-01,69.58,23.3,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2019-05-01,66.03,10.42,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2019-06-01,50.0,13.27,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2019-07-01,50.0,33.55,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2019-11-01,83.33,45.6,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2019-12-01,60.0,94.28,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2020-01-01,77.3,49.92,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2020-11-01,91.7,9.72,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2020-12-01,77.4,155.68,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2021-01-01,42.6,30.14,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2021-02-01,45.2,1.1400000000000001,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2021-03-01,90.9,1.1400000000000001,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2021-04-01,38.5,10.39,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2021-05-01,42.8,71.77,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2021-06-01,40.9,0.28,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2021-07-01,43.2,7.96,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2021-10-01,48.5,3.4899999999999998,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2021-11-01,42.6,7.92,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2021-12-01,47.7,2.2399999999999998,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2023-01-01,98.3,0.52,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2023-02-01,90.6,0.17,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2023-03-01,83.3,56.92,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2023-04-01,112.5,125.00999999999999,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2023-05-01,91.5,5.3,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2023-06-01,103.8,0.88,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2023-07-01,123.9,1.27,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2023-08-01,95.5,2.69,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2023-09-01,92.7,1.21,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2023-10-01,100.0,19.55,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2023-11-01,86.2,77.02,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2023-12-01,100.0,7.6899999999999995,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2024-01-01,88.5,42.76,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2024-02-01,96.3,93.88,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2024-03-01,76.5,14.95,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2024-04-01,60.1,105.94,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2024-05-01,77.4,31.12,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2024-06-01,145.0,6.069999999999999,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2025-01-01,59.7,2.15,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2025-02-01,60.8,0.01,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2025-03-01,61.4,20.51,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2025-04-01,56.6,62.17,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2025-05-01,82.6,25.75,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2025-07-01,60.2,3.0,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2025-08-01,60.0,57.32,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2025-09-01,60.9,9.77,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2026-04-01,47.1,18.89,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2026-05-01,51.2,8.45,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Lodwar,Retail,2026-06-01,60.1,0.15000000000000002,,,FEWS,Rift Valley,3.11988,35.59642,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2018-02-01,40.0,6.260000000000001,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2018-03-01,40.0,213.12,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2018-04-01,40.0,251.93,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2018-05-01,40.0,91.14,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2018-06-01,38.33,22.96,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2018-07-01,40.0,20.69,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2018-08-01,37.5,14.19,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2018-09-01,40.0,13.29,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2018-10-01,35.0,41.28,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2018-11-01,30.0,58.3,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2018-12-01,30.0,94.56,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2019-01-01,30.0,24.44,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2019-02-01,30.0,6.39,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2019-03-01,30.0,8.11,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2019-04-01,36.67,37.519999999999996,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2019-05-01,50.0,56.06,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2019-06-01,50.0,46.46,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2019-09-01,50.0,14.91,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2019-10-01,45.0,204.32,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2020-01-01,50.0,87.75,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2020-02-01,50.0,37.76,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2020-03-01,43.1,95.98,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2020-04-01,43.0,205.35,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2020-05-01,45.0,35.85,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2020-07-01,40.0,13.11,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2020-08-01,40.8,16.69,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2020-09-01,40.0,36.83,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2020-10-01,40.0,79.3,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2020-11-01,50.0,135.54,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2021-01-01,40.0,21.5,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2021-02-01,40.0,44.88999999999999,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2021-03-01,40.0,32.6,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2021-04-01,40.0,86.55,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2021-05-01,40.0,85.56,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2021-06-01,40.0,7.74,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2021-07-01,40.0,21.5,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2021-08-01,40.0,15.379999999999999,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2021-09-01,40.0,7.66,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2021-10-01,40.0,28.55,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2024-01-01,68.5,64.98,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2024-02-01,57.5,26.45,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2024-03-01,49.4,72.3,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2024-04-01,41.3,186.23000000000002,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2024-05-01,41.0,64.18,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2024-06-01,40.0,16.74,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2024-07-01,40.0,27.34,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2024-08-01,41.3,14.31,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2024-09-01,50.0,10.38,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2024-10-01,50.0,11.01,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2025-02-01,53.0,4.1,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2025-03-01,57.5,76.53999999999999,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2025-04-01,55.0,139.87,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2025-05-01,60.0,29.24,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2025-06-01,60.0,20.97,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
Maize,Machakos Town,Retail,2025-07-01,60.0,19.8,,,FEWS,Eastern,-1.51667,37.26667,cereals and tubers,NASA POWER PRECTOTCORR monthly sum
