market,admin1,latitude,longitude,date,rainfall_mm_market
Lopur,Rift Valley,3.86,34.82,2010-11-01,22.8
Lopur,Rift Valley,3.86,34.82,2010-12-01,2.79
Lopur,Rift Valley,3.86,34.82,2011-01-01,2.17
Lopur,Rift Valley,3.86,34.82,2011-02-01,2.8
Lopur,Rift Valley,3.86,34.82,2011-03-01,52.7
Lopur,Rift Valley,3.86,34.82,2011-04-01,31.2
Lopur,Rift Valley,3.86,34.82,2011-05-01,54.56
Lopur,Rift Valley,3.86,34.82,2011-06-01,39.3
Lopur,Rift Valley,3.86,34.82,2011-07-01,34.1
Lopur,Rift Valley,3.86,34.82,2011-08-01,70.68
Lopur,Rift Valley,3.86,34.82,2011-09-01,38.7
Lopur,Rift Valley,3.86,34.82,2011-10-01,55.49
Lopur,Rift Valley,3.86,34.82,2011-11-01,154.8
Lopur,Rift Valley,3.86,34.82,2011-12-01,17.67
Lopur,Rift Valley,3.86,34.82,2012-01-01,0.0
Lopur,Rift Valley,3.86,34.82,2012-02-01,0.87
Lopur,Rift Valley,3.86,34.82,2012-03-01,8.37
Lopur,Rift Valley,3.86,34.82,2012-04-01,136.8
Lopur,Rift Valley,3.86,34.82,2012-05-01,126.79
Lopur,Rift Valley,3.86,34.82,2012-06-01,25.2
Lopur,Rift Valley,3.86,34.82,2012-07-01,72.85
Lopur,Rift Valley,3.86,34.82,2012-08-01,156.86
Lopur,Rift Valley,3.86,34.82,2012-09-01,61.5
Lopur,Rift Valley,3.86,34.82,2012-10-01,66.96
Lopur,Rift Valley,3.86,34.82,2012-11-01,49.2
Lopur,Rift Valley,3.86,34.82,2012-12-01,87.73
Lopur,Rift Valley,3.86,34.82,2013-01-01,8.06
Lopur,Rift Valley,3.86,34.82,2013-02-01,1.12
Lopur,Rift Valley,3.86,34.82,2013-03-01,70.06
Lopur,Rift Valley,3.86,34.82,2013-04-01,126.9
Lopur,Rift Valley,3.86,34.82,2013-05-01,82.77
Lopur,Rift Valley,3.86,34.82,2013-06-01,34.5
Lopur,Rift Valley,3.86,34.82,2013-07-01,60.14
Lopur,Rift Valley,3.86,34.82,2013-08-01,51.77
Lopur,Rift Valley,3.86,34.82,2013-09-01,34.2
Lopur,Rift Valley,3.86,34.82,2013-10-01,58.9
Lopur,Rift Valley,3.86,34.82,2013-11-01,65.7
Lopur,Rift Valley,3.86,34.82,2013-12-01,22.32
Lopur,Rift Valley,3.86,34.82,2014-01-01,2.79
Lopur,Rift Valley,3.86,34.82,2014-02-01,4.2
Lopur,Rift Valley,3.86,34.82,2014-03-01,34.72
Lopur,Rift Valley,3.86,34.82,2014-04-01,50.1
Lopur,Rift Valley,3.86,34.82,2014-05-01,57.04
Lopur,Rift Valley,3.86,34.82,2014-06-01,33.6
Lopur,Rift Valley,3.86,34.82,2014-07-01,52.08
Lopur,Rift Valley,3.86,34.82,2014-08-01,59.52
Lopur,Rift Valley,3.86,34.82,2014-09-01,42.3
Lopur,Rift Valley,3.86,34.82,2014-10-01,88.97
Lopur,Rift Valley,3.86,34.82,2014-11-01,70.2
Lopur,Rift Valley,3.86,34.82,2014-12-01,52.7
Lopur,Rift Valley,3.86,34.82,2015-01-01,2.17
Lopur,Rift Valley,3.86,34.82,2015-02-01,1.12
Lopur,Rift Valley,3.86,34.82,2015-03-01,21.08
Lopur,Rift Valley,3.86,34.82,2015-04-01,63.0
Lopur,Rift Valley,3.86,34.82,2015-05-01,65.41
Lopur,Rift Valley,3.86,34.82,2015-06-01,54.9
Lopur,Rift Valley,3.86,34.82,2015-07-01,13.95
Lopur,Rift Valley,3.86,34.82,2015-08-01,6.82
Lopur,Rift Valley,3.86,34.82,2015-09-01,1.8
Lopur,Rift Valley,3.86,34.82,2015-10-01,52.7
Lopur,Rift Valley,3.86,34.82,2015-11-01,195.0
Lopur,Rift Valley,3.86,34.82,2015-12-01,79.98
Lopur,Rift Valley,3.86,34.82,2016-01-01,6.82
Lopur,Rift Valley,3.86,34.82,2016-02-01,2.61
Lopur,Rift Valley,3.86,34.82,2016-03-01,48.05
Lopur,Rift Valley,3.86,34.82,2016-04-01,177.3
Lopur,Rift Valley,3.86,34.82,2016-05-01,36.89
Lopur,Rift Valley,3.86,34.82,2016-06-01,42.6
Lopur,Rift Valley,3.86,34.82,2016-07-01,27.59
Lopur,Rift Valley,3.86,34.82,2016-08-01,38.13
Lopur,Rift Valley,3.86,34.82,2016-09-01,7.5
Lopur,Rift Valley,3.86,34.82,2016-10-01,39.37
Lopur,Rift Valley,3.86,34.82,2016-11-01,28.2
Lopur,Rift Valley,3.86,34.82,2016-12-01,0.93
Lopur,Rift Valley,3.86,34.82,2017-01-01,43.4
Lopur,Rift Valley,3.86,34.82,2017-02-01,27.72
Lopur,Rift Valley,3.86,34.82,2017-03-01,28.83
Lopur,Rift Valley,3.86,34.82,2017-04-01,33.3
Lopur,Rift Valley,3.86,34.82,2017-05-01,59.83
Lopur,Rift Valley,3.86,34.82,2017-06-01,4.2
Lopur,Rift Valley,3.86,34.82,2017-07-01,88.35
Lopur,Rift Valley,3.86,34.82,2017-08-01,36.27
Lopur,Rift Valley,3.86,34.82,2017-09-01,29.4
Lopur,Rift Valley,3.86,34.82,2017-10-01,97.03
Lopur,Rift Valley,3.86,34.82,2017-11-01,33.3
Lopur,Rift Valley,3.86,34.82,2017-12-01,0.0
Lopur,Rift Valley,3.86,34.82,2018-01-01,0.0
Lopur,Rift Valley,3.86,34.82,2018-02-01,23.8
Lopur,Rift Valley,3.86,34.82,2018-03-01,106.95
Lopur,Rift Valley,3.86,34.82,2018-04-01,207.0
Lopur,Rift Valley,3.86,34.82,2018-05-01,153.45
Lopur,Rift Valley,3.86,34.82,2018-06-01,48.6
Lopur,Rift Valley,3.86,34.82,2018-07-01,11.47
Lopur,Rift Valley,3.86,34.82,2018-08-01,11.78
Lopur,Rift Valley,3.86,34.82,2018-09-01,40.2
Lopur,Rift Valley,3.86,34.82,2018-10-01,38.13
Lopur,Rift Valley,3.86,34.82,2018-11-01,24.9
Lopur,Rift Valley,3.86,34.82,2018-12-01,51.46
Lopur,Rift Valley,3.86,34.82,2019-01-01,0.62
Lopur,Rift Valley,3.86,34.82,2019-02-01,9.52
Lopur,Rift Valley,3.86,34.82,2019-03-01,10.54
Lopur,Rift Valley,3.86,34.82,2019-04-01,66.9
Lopur,Rift Valley,3.86,34.82,2019-05-01,27.28
Lopur,Rift Valley,3.86,34.82,2019-06-01,49.2
Lopur,Rift Valley,3.86,34.82,2019-07-01,191.27
Lopur,Rift Valley,3.86,34.82,2019-08-01,26.04
Lopur,Rift Valley,3.86,34.82,2019-09-01,17.1
Lopur,Rift Valley,3.86,34.82,2019-10-01,131.44
Lopur,Rift Valley,3.86,34.82,2019-11-01,69.9
Lopur,Rift Valley,3.86,34.82,2019-12-01,88.66
Lopur,Rift Valley,3.86,34.82,2020-01-01,42.47
Lopur,Rift Valley,3.86,34.82,2020-02-01,25.81
Lopur,Rift Valley,3.86,34.82,2020-03-01,195.61
Lopur,Rift Valley,3.86,34.82,2020-04-01,191.7
Lopur,Rift Valley,3.86,34.82,2020-05-01,123.69
Lopur,Rift Valley,3.86,34.82,2020-06-01,92.7
Lopur,Rift Valley,3.86,34.82,2020-07-01,41.85
Lopur,Rift Valley,3.86,34.82,2020-08-01,55.8
Lopur,Rift Valley,3.86,34.82,2020-09-01,58.8
Lopur,Rift Valley,3.86,34.82,2020-10-01,64.17
Lopur,Rift Valley,3.86,34.82,2020-11-01,80.1
Lopur,Rift Valley,3.86,34.82,2020-12-01,550.25
Lopur,Rift Valley,3.86,34.82,2021-01-01,1020.21
Lopur,Rift Valley,3.86,34.82,2021-02-01,0.84
Lopur,Rift Valley,3.86,34.82,2021-03-01,1.86
Lopur,Rift Valley,3.86,34.82,2021-04-01,72.9
Lopur,Rift Valley,3.86,34.82,2021-05-01,195.61
Lopur,Rift Valley,3.86,34.82,2021-06-01,2.1
Lopur,Rift Valley,3.86,34.82,2021-07-01,39.06
Lopur,Rift Valley,3.86,34.82,2021-08-01,9.3
Lopur,Rift Valley,3.86,34.82,2021-09-01,56.1
Lopur,Rift Valley,3.86,34.82,2021-10-01,24.49
Lopur,Rift Valley,3.86,34.82,2021-11-01,60.6
Lopur,Rift Valley,3.86,34.82,2021-12-01,23.56
Lopur,Rift Valley,3.86,34.82,2022-01-01,57.04
Lopur,Rift Valley,3.86,34.82,2022-02-01,1.96
Lopur,Rift Valley,3.86,34.82,2022-03-01,22.32
Lopur,Rift Valley,3.86,34.82,2022-04-01,35.7
Lopur,Rift Valley,3.86,34.82,2022-05-01,31.0
Lopur,Rift Valley,3.86,34.82,2022-06-01,10.5
Lopur,Rift Valley,3.86,34.82,2022-07-01,20.15
Lopur,Rift Valley,3.86,34.82,2022-08-01,40.92
Lopur,Rift Valley,3.86,34.82,2022-09-01,39.6
Lopur,Rift Valley,3.86,34.82,2022-10-01,53.32
Lopur,Rift Valley,3.86,34.82,2022-11-01,36.9
Lopur,Rift Valley,3.86,34.82,2022-12-01,44.02
Lopur,Rift Valley,3.86,34.82,2023-01-01,0.31
Lopur,Rift Valley,3.86,34.82,2023-02-01,0.56
Lopur,Rift Valley,3.86,34.82,2023-03-01,70.99
Lopur,Rift Valley,3.86,34.82,2023-04-01,164.4
Lopur,Rift Valley,3.86,34.82,2023-05-01,44.02
Lopur,Rift Valley,3.86,34.82,2023-06-01,17.7
Lopur,Rift Valley,3.86,34.82,2023-07-01,7.75
Lopur,Rift Valley,3.86,34.82,2023-08-01,17.67
Lopur,Rift Valley,3.86,34.82,2023-09-01,12.6
Lopur,Rift Valley,3.86,34.82,2023-10-01,117.8
Lopur,Rift Valley,3.86,34.82,2023-11-01,154.8
Lopur,Rift Valley,3.86,34.82,2023-12-01,18.29
Lopur,Rift Valley,3.86,34.82,2024-01-01,33.48
Lopur,Rift Valley,3.86,34.82,2024-02-01,196.33
Lopur,Rift Valley,3.86,34.82,2024-03-01,106.02
Lopur,Rift Valley,3.86,34.82,2024-04-01,207.0
Lopur,Rift Valley,3.86,34.82,2024-05-01,88.35
Lopur,Rift Valley,3.86,34.82,2024-06-01,16.5
Lopur,Rift Valley,3.86,34.82,2024-07-01,89.9
Lopur,Rift Valley,3.86,34.82,2024-08-01,75.64
Lopur,Rift Valley,3.86,34.82,2024-09-01,35.7
Lopur,Rift Valley,3.86,34.82,2024-10-01,39.37
Lopur,Rift Valley,3.86,34.82,2024-11-01,91.2
Lopur,Rift Valley,3.86,34.82,2024-12-01,12.4
Lopur,Rift Valley,3.86,34.82,2025-01-01,1.24
Lopur,Rift Valley,3.86,34.82,2025-02-01,2.52
Lopur,Rift Valley,3.86,34.82,2025-03-01,116.56
Lopur,Rift Valley,3.86,34.82,2025-04-01,120.0
Lopur,Rift Valley,3.86,34.82,2025-05-01,78.74
Lopur,Rift Valley,3.86,34.82,2025-06-01,12.9
Lopur,Rift Valley,3.86,34.82,2025-07-01,24.49
Lopur,Rift Valley,3.86,34.82,2025-08-01,80.6
Lopur,Rift Valley,3.86,34.82,2025-09-01,27.9
Lopur,Rift Valley,3.86,34.82,2025-10-01,66.34
Lopur,Rift Valley,3.86,34.82,2025-11-01,45.3
Lopur,Rift Valley,3.86,34.82,2025-12-01,83.39
Lorengipi,Rift Valley,2.58,34.99,2006-01-01,9.92
Lorengipi,Rift Valley,2.58,34.99,2006-02-01,26.6
Lorengipi,Rift Valley,2.58,34.99,2006-03-01,27.9
Lorengipi,Rift Valley,2.58,34.99,2006-04-01,55.8
Lorengipi,Rift Valley,2.58,34.99,2006-05-01,47.74
Lorengipi,Rift Valley,2.58,34.99,2006-06-01,39.0
Lorengipi,Rift Valley,2.58,34.99,2006-07-01,71.3
Lorengipi,Rift Valley,2.58,34.99,2006-08-01,91.14
Lorengipi,Rift Valley,2.58,34.99,2006-09-01,56.4
Lorengipi,Rift Valley,2.58,34.99,2006-10-01,59.52
Lorengipi,Rift Valley,2.58,34.99,2006-11-01,108.3
Lorengipi,Rift Valley,2.58,34.99,2006-12-01,70.99
Lorengipi,Rift Valley,2.58,34.99,2007-01-01,8.99
Lorengipi,Rift Valley,2.58,34.99,2007-02-01,23.8
Lorengipi,Rift Valley,2.58,34.99,2007-03-01,15.5
Lorengipi,Rift Valley,2.58,34.99,2007-04-01,51.3
Lorengipi,Rift Valley,2.58,34.99,2007-05-01,93.31
Lorengipi,Rift Valley,2.58,34.99,2007-06-01,83.7
Lorengipi,Rift Valley,2.58,34.99,2007-07-01,93.62
Lorengipi,Rift Valley,2.58,34.99,2007-08-01,91.14
Lorengipi,Rift Valley,2.58,34.99,2007-09-01,112.8
Lorengipi,Rift Valley,2.58,34.99,2007-10-01,46.81
Lorengipi,Rift Valley,2.58,34.99,2007-11-01,19.8
Lorengipi,Rift Valley,2.58,34.99,2007-12-01,16.12
Lorengipi,Rift Valley,2.58,34.99,2008-01-01,13.33
Lorengipi,Rift Valley,2.58,34.99,2008-02-01,2.61
Lorengipi,Rift Valley,2.58,34.99,2008-03-01,19.84
Lorengipi,Rift Valley,2.58,34.99,2008-04-01,63.6
Lorengipi,Rift Valley,2.58,34.99,2008-05-01,55.18
Lorengipi,Rift Valley,2.58,34.99,2008-06-01,42.9
Lorengipi,Rift Valley,2.58,34.99,2008-07-01,60.14
Lorengipi,Rift Valley,2.58,34.99,2008-08-01,56.42
Lorengipi,Rift Valley,2.58,34.99,2008-09-01,73.8
Lorengipi,Rift Valley,2.58,34.99,2008-10-01,101.06
Lorengipi,Rift Valley,2.58,34.99,2008-11-01,54.6
Lorengipi,Rift Valley,2.58,34.99,2008-12-01,2.48
Lorengipi,Rift Valley,2.58,34.99,2009-01-01,19.84
Lorengipi,Rift Valley,2.58,34.99,2009-02-01,12.32
Lorengipi,Rift Valley,2.58,34.99,2009-03-01,7.75
Lorengipi,Rift Valley,2.58,34.99,2009-04-01,46.2
Lorengipi,Rift Valley,2.58,34.99,2009-05-01,43.71
Lorengipi,Rift Valley,2.58,34.99,2009-06-01,15.6
Lorengipi,Rift Valley,2.58,34.99,2009-07-01,23.25
Lorengipi,Rift Valley,2.58,34.99,2009-08-01,26.04
Lorengipi,Rift Valley,2.58,34.99,2009-09-01,23.4
Lorengipi,Rift Valley,2.58,34.99,2009-10-01,53.94
Lorengipi,Rift Valley,2.58,34.99,2009-11-01,16.8
Lorengipi,Rift Valley,2.58,34.99,2009-12-01,67.58
Lorengipi,Rift Valley,2.58,34.99,2010-01-01,16.43
Lorengipi,Rift Valley,2.58,34.99,2010-02-01,28.0
Lorengipi,Rift Valley,2.58,34.99,2010-03-01,69.75
Lorengipi,Rift Valley,2.58,34.99,2010-04-01,79.2
Lorengipi,Rift Valley,2.58,34.99,2010-05-01,140.12
Lorengipi,Rift Valley,2.58,34.99,2010-06-01,48.0
Lorengipi,Rift Valley,2.58,34.99,2010-07-01,60.45
Lorengipi,Rift Valley,2.58,34.99,2010-08-01,84.01
Lorengipi,Rift Valley,2.58,34.99,2010-09-01,62.4
Lorengipi,Rift Valley,2.58,34.99,2010-10-01,42.78
Lorengipi,Rift Valley,2.58,34.99,2010-11-01,26.1
Lorengipi,Rift Valley,2.58,34.99,2010-12-01,6.51
Lorengipi,Rift Valley,2.58,34.99,2011-01-01,1.86
Lorengipi,Rift Valley,2.58,34.99,2011-02-01,3.36
Lorengipi,Rift Valley,2.58,34.99,2011-03-01,34.1
Lorengipi,Rift Valley,2.58,34.99,2011-04-01,38.7
Lorengipi,Rift Valley,2.58,34.99,2011-05-01,72.23
Lorengipi,Rift Valley,2.58,34.99,2011-06-01,59.7
Lorengipi,Rift Valley,2.58,34.99,2011-07-01,45.88
Lorengipi,Rift Valley,2.58,34.99,2011-08-01,145.08
Lorengipi,Rift Valley,2.58,34.99,2011-09-01,77.1
Lorengipi,Rift Valley,2.58,34.99,2011-10-01,59.52
Lorengipi,Rift Valley,2.58,34.99,2011-11-01,121.8
Lorengipi,Rift Valley,2.58,34.99,2011-12-01,15.81
Lorengipi,Rift Valley,2.58,34.99,2012-01-01,0.62
Lorengipi,Rift Valley,2.58,34.99,2012-02-01,3.48
Lorengipi,Rift Valley,2.58,34.99,2012-03-01,8.37
Lorengipi,Rift Valley,2.58,34.99,2012-04-01,107.4
Lorengipi,Rift Valley,2.58,34.99,2012-05-01,107.88
Lorengipi,Rift Valley,2.58,34.99,2012-06-01,63.3
Lorengipi,Rift Valley,2.58,34.99,2012-07-01,84.32
Lorengipi,Rift Valley,2.58,34.99,2012-08-01,186.62
Lorengipi,Rift Valley,2.58,34.99,2012-09-01,87.3
Lorengipi,Rift Valley,2.58,34.99,2012-10-01,56.11
Lorengipi,Rift Valley,2.58,34.99,2012-11-01,30.0
Lorengipi,Rift Valley,2.58,34.99,2012-12-01,40.61
Lorengipi,Rift Valley,2.58,34.99,2013-01-01,5.58
Lorengipi,Rift Valley,2.58,34.99,2013-02-01,1.4
Lorengipi,Rift Valley,2.58,34.99,2013-03-01,48.98
Lorengipi,Rift Valley,2.58,34.99,2013-04-01,89.4
Lorengipi,Rift Valley,2.58,34.99,2013-05-01,113.46
Lorengipi,Rift Valley,2.58,34.99,2013-06-01,32.4
Lorengipi,Rift Valley,2.58,34.99,2013-07-01,84.63
Lorengipi,Rift Valley,2.58,34.99,2013-08-01,79.36
Lorengipi,Rift Valley,2.58,34.99,2013-09-01,61.8
Lorengipi,Rift Valley,2.58,34.99,2013-10-01,70.99
Lorengipi,Rift Valley,2.58,34.99,2013-11-01,50.1
Lorengipi,Rift Valley,2.58,34.99,2013-12-01,28.52
Lorengipi,Rift Valley,2.58,34.99,2014-01-01,3.1
Lorengipi,Rift Valley,2.58,34.99,2014-02-01,4.76
Lorengipi,Rift Valley,2.58,34.99,2014-03-01,32.86
Lorengipi,Rift Valley,2.58,34.99,2014-04-01,24.0
Lorengipi,Rift Valley,2.58,34.99,2014-05-01,59.21
Lorengipi,Rift Valley,2.58,34.99,2014-06-01,39.6
Lorengipi,Rift Valley,2.58,34.99,2014-07-01,71.3
Lorengipi,Rift Valley,2.58,34.99,2014-08-01,108.81
Lorengipi,Rift Valley,2.58,34.99,2014-09-01,61.2
Lorengipi,Rift Valley,2.58,34.99,2014-10-01,83.08
Lorengipi,Rift Valley,2.58,34.99,2014-11-01,43.8
Lorengipi,Rift Valley,2.58,34.99,2014-12-01,15.81
Lorengipi,Rift Valley,2.58,34.99,2015-01-01,3.72
Lorengipi,Rift Valley,2.58,34.99,2015-02-01,2.52
Lorengipi,Rift Valley,2.58,34.99,2015-03-01,9.92
Lorengipi,Rift Valley,2.58,34.99,2015-04-01,69.0
Lorengipi,Rift Valley,2.58,34.99,2015-05-01,68.82
Lorengipi,Rift Valley,2.58,34.99,2015-06-01,86.7
Lorengipi,Rift Valley,2.58,34.99,2015-07-01,49.6
Lorengipi,Rift Valley,2.58,34.99,2015-08-01,11.16
Lorengipi,Rift Valley,2.58,34.99,2015-09-01,7.2
Lorengipi,Rift Valley,2.58,34.99,2015-10-01,42.47
Lorengipi,Rift Valley,2.58,34.99,2015-11-01,66.9
Lorengipi,Rift Valley,2.58,34.99,2015-12-01,37.2
Lorengipi,Rift Valley,2.58,34.99,2016-01-01,13.95
Lorengipi,Rift Valley,2.58,34.99,2016-02-01,2.32
Lorengipi,Rift Valley,2.58,34.99,2016-03-01,16.74
Lorengipi,Rift Valley,2.58,34.99,2016-04-01,137.4
Lorengipi,Rift Valley,2.58,34.99,2016-05-01,116.56
Lorengipi,Rift Valley,2.58,34.99,2016-06-01,50.4
Lorengipi,Rift Valley,2.58,34.99,2016-07-01,52.7
Lorengipi,Rift Valley,2.58,34.99,2016-08-01,80.6
Lorengipi,Rift Valley,2.58,34.99,2016-09-01,20.4
Lorengipi,Rift Valley,2.58,34.99,2016-10-01,37.82
Lorengipi,Rift Valley,2.58,34.99,2016-11-01,13.8
Lorengipi,Rift Valley,2.58,34.99,2016-12-01,4.34
Lorengipi,Rift Valley,2.58,34.99,2017-01-01,6.82
Lorengipi,Rift Valley,2.58,34.99,2017-02-01,15.4
Lorengipi,Rift Valley,2.58,34.99,2017-03-01,16.43
Lorengipi,Rift Valley,2.58,34.99,2017-04-01,63.9
Lorengipi,Rift Valley,2.58,34.99,2017-05-01,107.88
Lorengipi,Rift Valley,2.58,34.99,2017-06-01,9.3
Lorengipi,Rift Valley,2.58,34.99,2017-07-01,84.01
Lorengipi,Rift Valley,2.58,34.99,2017-08-01,83.39
Lorengipi,Rift Valley,2.58,34.99,2017-09-01,47.1
Lorengipi,Rift Valley,2.58,34.99,2017-10-01,114.08
Lorengipi,Rift Valley,2.58,34.99,2017-11-01,78.6
Lorengipi,Rift Valley,2.58,34.99,2017-12-01,0.31
Lorengipi,Rift Valley,2.58,34.99,2018-01-01,0.31
Lorengipi,Rift Valley,2.58,34.99,2018-02-01,3.08
Lorengipi,Rift Valley,2.58,34.99,2018-03-01,87.42
Lorengipi,Rift Valley,2.58,34.99,2018-04-01,180.3
Lorengipi,Rift Valley,2.58,34.99,2018-05-01,160.58
Lorengipi,Rift Valley,2.58,34.99,2018-06-01,95.1
Lorengipi,Rift Valley,2.58,34.99,2018-07-01,22.94
Lorengipi,Rift Valley,2.58,34.99,2018-08-01,29.14
Lorengipi,Rift Valley,2.58,34.99,2018-09-01,17.1
Lorengipi,Rift Valley,2.58,34.99,2018-10-01,27.28
Lorengipi,Rift Valley,2.58,34.99,2018-11-01,18.9
Lorengipi,Rift Valley,2.58,34.99,2018-12-01,42.47
Lorengipi,Rift Valley,2.58,34.99,2019-01-01,4.03
Lorengipi,Rift Valley,2.58,34.99,2019-02-01,2.8
Lorengipi,Rift Valley,2.58,34.99,2019-03-01,26.35
Lorengipi,Rift Valley,2.58,34.99,2019-04-01,55.8
Lorengipi,Rift Valley,2.58,34.99,2019-05-01,38.44
Lorengipi,Rift Valley,2.58,34.99,2019-06-01,134.1
Lorengipi,Rift Valley,2.58,34.99,2019-07-01,177.63
Lorengipi,Rift Valley,2.58,34.99,2019-08-01,42.78
Lorengipi,Rift Valley,2.58,34.99,2019-09-01,59.7
Lorengipi,Rift Valley,2.58,34.99,2019-10-01,73.78
Lorengipi,Rift Valley,2.58,34.99,2019-11-01,67.5
Lorengipi,Rift Valley,2.58,34.99,2019-12-01,74.4
Lorengipi,Rift Valley,2.58,34.99,2020-01-01,48.67
Lorengipi,Rift Valley,2.58,34.99,2020-02-01,16.82
Lorengipi,Rift Valley,2.58,34.99,2020-03-01,123.07
Lorengipi,Rift Valley,2.58,34.99,2020-04-01,192.6
Lorengipi,Rift Valley,2.58,34.99,2020-05-01,177.63
Lorengipi,Rift Valley,2.58,34.99,2020-06-01,128.7
Lorengipi,Rift Valley,2.58,34.99,2020-07-01,64.48
Lorengipi,Rift Valley,2.58,34.99,2020-08-01,97.34
Lorengipi,Rift Valley,2.58,34.99,2020-09-01,138.6
Lorengipi,Rift Valley,2.58,34.99,2020-10-01,69.44
Lorengipi,Rift Valley,2.58,34.99,2020-11-01,32.1
Lorengipi,Rift Valley,2.58,34.99,2020-12-01,245.21
Lorengipi,Rift Valley,2.58,34.99,2021-01-01,50.22
Lorengipi,Rift Valley,2.58,34.99,2021-02-01,10.08
Lorengipi,Rift Valley,2.58,34.99,2021-03-01,7.44
Lorengipi,Rift Valley,2.58,34.99,2021-04-01,52.8
Lorengipi,Rift Valley,2.58,34.99,2021-05-01,188.79
Lorengipi,Rift Valley,2.58,34.99,2021-06-01,5.1
Lorengipi,Rift Valley,2.58,34.99,2021-07-01,86.18
Lorengipi,Rift Valley,2.58,34.99,2021-08-01,26.35
Lorengipi,Rift Valley,2.58,34.99,2021-09-01,63.9
Lorengipi,Rift Valley,2.58,34.99,2021-10-01,26.04
Lorengipi,Rift Valley,2.58,34.99,2021-11-01,14.7
Lorengipi,Rift Valley,2.58,34.99,2021-12-01,19.22
Lorengipi,Rift Valley,2.58,34.99,2022-01-01,30.69
Lorengipi,Rift Valley,2.58,34.99,2022-02-01,6.72
Lorengipi,Rift Valley,2.58,34.99,2022-03-01,15.81
Lorengipi,Rift Valley,2.58,34.99,2022-04-01,34.2
Lorengipi,Rift Valley,2.58,34.99,2022-05-01,35.03
Lorengipi,Rift Valley,2.58,34.99,2022-06-01,23.7
Lorengipi,Rift Valley,2.58,34.99,2022-07-01,29.45
Lorengipi,Rift Valley,2.58,34.99,2022-08-01,104.47
Lorengipi,Rift Valley,2.58,34.99,2022-09-01,74.1
Lorengipi,Rift Valley,2.58,34.99,2022-10-01,24.8
Lorengipi,Rift Valley,2.58,34.99,2022-11-01,15.3
Lorengipi,Rift Valley,2.58,34.99,2022-12-01,17.05
Lorengipi,Rift Valley,2.58,34.99,2023-01-01,8.68
Lorengipi,Rift Valley,2.58,34.99,2023-02-01,1.4
Lorengipi,Rift Valley,2.58,34.99,2023-03-01,112.53
Lorengipi,Rift Valley,2.58,34.99,2023-04-01,206.1
Lorengipi,Rift Valley,2.58,34.99,2023-05-01,45.57
Lorengipi,Rift Valley,2.58,34.99,2023-06-01,32.1
Lorengipi,Rift Valley,2.58,34.99,2023-07-01,35.03
Lorengipi,Rift Valley,2.58,34.99,2023-08-01,19.84
Lorengipi,Rift Valley,2.58,34.99,2023-09-01,38.1
Lorengipi,Rift Valley,2.58,34.99,2023-10-01,62.62
Lorengipi,Rift Valley,2.58,34.99,2023-11-01,76.8
Lorengipi,Rift Valley,2.58,34.99,2023-12-01,26.04
Lorengipi,Rift Valley,2.58,34.99,2024-01-01,50.84
Lorengipi,Rift Valley,2.58,34.99,2024-02-01,134.27
Lorengipi,Rift Valley,2.58,34.99,2024-03-01,34.41
Lorengipi,Rift Valley,2.58,34.99,2024-04-01,199.8
Lorengipi,Rift Valley,2.58,34.99,2024-05-01,109.43
Lorengipi,Rift Valley,2.58,34.99,2024-06-01,50.7
Lorengipi,Rift Valley,2.58,34.99,2024-07-01,149.11
Lorengipi,Rift Valley,2.58,34.99,2024-08-01,94.86
Lorengipi,Rift Valley,2.58,34.99,2024-09-01,52.2
Lorengipi,Rift Valley,2.58,34.99,2024-10-01,79.05
Lorengipi,Rift Valley,2.58,34.99,2024-11-01,68.1
Lorengipi,Rift Valley,2.58,34.99,2024-12-01,6.82
Lorengipi,Rift Valley,2.58,34.99,2025-01-01,3.72
Lorengipi,Rift Valley,2.58,34.99,2025-02-01,2.52
Lorengipi,Rift Valley,2.58,34.99,2025-03-01,42.16
Lorengipi,Rift Valley,2.58,34.99,2025-04-01,78.0
Lorengipi,Rift Valley,2.58,34.99,2025-05-01,65.41
Lorengipi,Rift Valley,2.58,34.99,2025-06-01,53.1
Lorengipi,Rift Valley,2.58,34.99,2025-07-01,54.87
Lorengipi,Rift Valley,2.58,34.99,2025-08-01,154.07
Lorengipi,Rift Valley,2.58,34.99,2025-09-01,75.3
Lorengipi,Rift Valley,2.58,34.99,2025-10-01,35.65
Lorengipi,Rift Valley,2.58,34.99,2025-11-01,13.2
Lorengipi,Rift Valley,2.58,34.99,2025-12-01,13.95
Lororo Centre,Rift Valley,0.44,36.0,2006-01-01,5.89
Lororo Centre,Rift Valley,0.44,36.0,2006-02-01,13.44
Lororo Centre,Rift Valley,0.44,36.0,2006-03-01,36.58
Lororo Centre,Rift Valley,0.44,36.0,2006-04-01,117.0
Lororo Centre,Rift Valley,0.44,36.0,2006-05-01,53.01
Lororo Centre,Rift Valley,0.44,36.0,2006-06-01,52.8
Lororo Centre,Rift Valley,0.44,36.0,2006-07-01,67.27
Lororo Centre,Rift Valley,0.44,36.0,2006-08-01,132.37
Lororo Centre,Rift Valley,0.44,36.0,2006-09-01,100.2
Lororo Centre,Rift Valley,0.44,36.0,2006-10-01,101.06
Lororo Centre,Rift Valley,0.44,36.0,2006-11-01,150.9
Lororo Centre,Rift Valley,0.44,36.0,2006-12-01,73.16
