date,region,county,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice,date_month,rainfall_mm,price_per_kg,month,year,season,lag_1,lag_3,lag_6,lag_12,rolling_3m_avg,rolling_6m_avg,rolling_12m_avg,price_vs_regional_avg,price_label
2023-08-15,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,200.0,1.39,2023-08-01,7.253333333333334,200.0,8,2023,Dry Season,200.0,222.22,210.0,,200.0,203.79166666666663,199.39583333333331,1.0,Average
2023-09-15,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,200.0,1.36,2023-09-01,5.11,200.0,9,2023,Dry Season,200.0,200.0,200.0,160.0,200.0,203.79166666666663,202.72916666666663,1.0,Average
2023-10-15,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,200.0,1.34,2023-10-01,102.81,200.0,10,2023,Short Rains,200.0,200.0,200.53,200.0,200.0,203.70333333333332,202.72916666666663,1.0,Average
2023-11-15,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,200.0,1.32,2023-11-01,308.74666666666667,200.0,11,2023,Short Rains,200.0,200.0,222.22,200.0,200.0,200.0,202.72916666666663,1.0,Average
2023-12-15,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,200.0,1.3,2023-12-01,12.123333333333331,200.0,12,2023,Short Rains,200.0,200.0,200.0,200.0,200.0,200.0,202.72916666666663,1.0,Average
2024-01-15,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,200.0,1.25,2024-01-01,1.9633333333333336,200.0,1,2024,Cool Dry,200.0,200.0,200.0,200.0,200.0,200.0,202.72916666666663,1.0,Average
2024-03-15,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,200.0,1.49,2024-03-01,10.613333333333332,200.0,3,2024,Long Rains,200.0,200.0,200.0,210.0,200.0,200.0,201.89583333333331,1.0,Average
2024-04-15,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,200.0,1.53,2024-04-01,135.20666666666668,200.0,4,2024,Long Rains,200.0,200.0,200.0,200.0,200.0,200.0,201.89583333333331,1.0,Average
2024-05-15,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,200.0,1.53,2024-05-01,18.55666666666667,200.0,5,2024,Long Rains,200.0,200.0,200.0,200.53,200.0,200.0,201.85166666666663,1.0,Average
2024-06-15,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,200.0,1.55,2024-06-01,4.093333333333334,200.0,6,2024,Dry Season,200.0,200.0,200.0,222.22,200.0,200.0,200.0,1.0,Average
2024-07-15,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,185.0,1.43,2024-07-01,5.21,185.0,7,2024,Dry Season,200.0,200.0,200.0,200.0,195.0,197.5,198.75,1.0,Average
2024-08-15,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,193.55,1.5,2024-08-01,11.5,193.55,8,2024,Dry Season,185.0,200.0,200.0,200.0,192.85,196.425,198.2125,1.0,Average
2024-09-15,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,200.0,1.55,2024-09-01,3.866666666666666,200.0,9,2024,Dry Season,193.55,200.0,200.0,200.0,192.85,196.425,198.2125,1.0,Average
2024-10-15,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,200.0,1.55,2024-10-01,5.78,200.0,10,2024,Short Rains,200.0,185.0,200.0,200.0,197.85,196.425,198.2125,1.0,Average
2024-11-15,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,200.0,1.54,2024-11-01,94.12666666666668,200.0,11,2024,Short Rains,200.0,193.55,200.0,200.0,200.0,196.425,198.2125,0.8333333333333334,Cheap
2024-12-15,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,200.0,1.55,2024-12-01,3.7,200.0,12,2024,Short Rains,200.0,200.0,200.0,200.0,200.0,196.425,198.2125,0.8333333333333334,Cheap
2025-01-15,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,200.0,1.55,2025-01-01,0.3066666666666667,200.0,1,2025,Cool Dry,200.0,200.0,185.0,200.0,200.0,198.925,198.2125,1.0,Average
2025-02-15,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,200.0,1.55,2025-02-01,0.5633333333333334,200.0,2,2025,Cool Dry,200.0,200.0,193.55,200.0,200.0,200.0,198.2125,1.0,Average
2025-03-15,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,200.0,1.55,2025-03-01,43.05,200.0,3,2025,Long Rains,200.0,200.0,200.0,200.0,200.0,200.0,198.2125,1.0,Average
2025-05-15,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,200.0,1.55,2025-05-01,35.0,200.0,5,2025,Long Rains,200.0,200.0,200.0,200.0,200.0,200.0,198.2125,1.046545093011695,Average
2025-06-15,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,200.0,1.55,2025-06-01,10.056666666666668,200.0,6,2025,Dry Season,200.0,200.0,200.0,200.0,200.0,200.0,198.2125,1.015228426395939,Average
2025-07-15,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,200.0,1.55,2025-07-01,3.6366666666666654,200.0,7,2025,Dry Season,200.0,200.0,200.0,200.0,200.0,200.0,198.2125,1.0,Average
2025-09-15,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,200.0,1.55,2025-09-01,3.87,200.0,9,2025,Dry Season,200.0,200.0,200.0,185.0,200.0,200.0,199.4625,1.1095700416088763,Expensive
2025-10-15,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,155.29,1.2,2025-10-01,15.87,155.29,10,2025,Short Rains,200.0,200.0,200.0,193.55,185.09666666666664,192.5483333333333,196.27416666666667,0.94562172695165,Average
2025-11-15,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,179.7,1.39,2025-11-01,12.54,179.7,11,2025,Short Rains,155.29,200.0,200.0,200.0,178.33,189.165,194.5825,0.9988142438952088,Average
2025-12-15,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,200.0,1.55,2025-12-01,6.963333333333334,200.0,12,2025,Short Rains,179.7,200.0,200.0,200.0,178.33,189.165,194.5825,1.0,Average
2026-01-15,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,219.44,1.7,2026-01-01,0.11,219.44,1,2026,Cool Dry,200.0,155.29,200.0,200.0,199.7133333333333,192.405,196.2025,1.0987382335269378,Average
2026-02-15,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,203.7,1.58,2026-02-01,0.02,203.7,2,2026,Cool Dry,219.44,179.7,200.0,200.0,207.7133333333333,193.02166666666668,196.5108333333333,1.0617670054730255,Average
2026-03-15,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,206.07,1.59,2026-03-01,3.08,206.07,3,2026,Long Rains,203.7,200.0,200.0,200.0,209.73666666666665,194.03333333333333,197.01666666666665,1.067526614344549,Average
2026-04-15,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,172.22,1.33,2026-04-01,3.65,172.22,4,2026,Long Rains,206.07,219.44,155.29,200.0,193.99666666666667,196.855,194.70166666666665,0.9779115325648742,Average
2026-05-15,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,170.65,1.32,2026-05-01,1.16,170.65,5,2026,Long Rains,172.22,203.7,179.7,200.0,182.98,195.34666666666664,192.2558333333333,1.0520961775585698,Average
2026-06-15,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,200.0,1.55,2026-06-01,0.36,200.0,6,2026,Dry Season,170.65,206.07,200.0,200.0,180.95666666666668,195.34666666666664,192.2558333333333,1.1428571428571428,Expensive
2026-07-15,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,166.32,1.29,2026-07-01,0.09,166.32,7,2026,Dry Season,200.0,172.22,219.44,200.0,178.99,186.4933333333333,189.44916666666663,1.0515933232169954,Average
2026-08-15,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,176.67,1.36,2026-08-01,0.21,176.67,8,2026,Dry Season,166.32,170.65,203.7,200.0,180.99666666666667,181.98833333333332,187.505,1.0,Average
2021-02-15,Eastern,Isiolo,Isiolo town,3262,0.35,37.58,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,120.0,1.1,2021-02-01,71.865,120.0,2,2021,Cool Dry,,,,,120.0,120.0,120.0,1.0,Average
2021-03-15,Eastern,Isiolo,Isiolo town,3262,0.35,37.58,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,70.0,0.64,2021-03-01,27.1525,70.0,3,2021,Long Rains,120.0,,,,95.0,95.0,95.0,1.0,Average
2021-07-15,Eastern,Isiolo,Isiolo town,3262,0.35,37.58,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,70.0,0.65,2021-07-01,14.515,70.0,7,2021,Dry Season,70.0,,,,86.66666666666667,86.66666666666667,86.66666666666667,0.7368421052631579,Cheap
2021-08-15,Eastern,Isiolo,Isiolo town,3262,0.35,37.58,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,70.0,0.64,2021-08-01,21.61,70.0,8,2021,Dry Season,70.0,120.0,,,70.0,82.5,82.5,1.0,Average
2021-11-15,Coast,Mombasa,Junda (Mombasa),4235,-4.01,39.68,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,110.0,0.98,2021-11-01,36.605,110.0,11,2021,Short Rains,,,,,110.0,110.0,110.0,0.9705882352941176,Average
2021-02-15,Rift Valley,Turkana,Kakuma 3,3251,3.77,34.82,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,100.0,0.91,2021-02-01,96.08357142857145,100.0,2,2021,Cool Dry,,,,,100.0,100.0,100.0,0.6666666666666666,Cheap
2025-08-15,Rift Valley,Turkana,Kakuma 3,3251,3.77,34.82,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,250.0,1.93,2025-08-01,256.0007142857143,250.0,8,2025,Dry Season,100.0,,,,175.0,175.0,175.0,1.0,Average
2025-09-15,Rift Valley,Turkana,Kakuma 3,3251,3.77,34.82,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,200.0,1.55,2025-09-01,183.43142857142857,200.0,9,2025,Dry Season,250.0,,,,183.33333333333331,183.33333333333331,183.33333333333331,1.0,Average
2025-10-15,Rift Valley,Turkana,Kakuma 3,3251,3.77,34.82,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,200.0,1.55,2025-10-01,201.25,200.0,10,2025,Short Rains,200.0,100.0,,,216.66666666666663,187.5,187.5,1.0,Average
2025-11-15,Rift Valley,Turkana,Kakuma 3,3251,3.77,34.82,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,200.0,1.55,2025-11-01,41.892857142857146,200.0,11,2025,Short Rains,200.0,250.0,,,200.0,190.0,190.0,1.0,Average
2026-07-15,Rift Valley,Turkana,Kakuma 3,3251,3.77,34.82,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,200.0,1.55,2026-07-01,0.44,200.0,7,2026,Dry Season,200.0,200.0,,,200.0,191.66666666666663,191.66666666666663,1.0,Average
2026-08-15,Rift Valley,Turkana,Kakuma 3,3251,3.77,34.82,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,200.0,1.54,2026-08-01,3.16,200.0,8,2026,Dry Season,200.0,200.0,100.0,,200.0,208.33333333333331,192.8571428571429,1.0,Average
2026-04-15,Rift Valley,Turkana,Kakuma 4,3249,3.74,34.81,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,150.0,1.16,2026-04-01,2.4,150.0,4,2026,Long Rains,,,,,150.0,150.0,150.0,0.9574468085106383,Average
2021-03-15,Rift Valley,Turkana,Kalobeyei (Village 1),3244,3.77,34.73,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,150.0,1.37,2021-03-01,42.51142857142857,150.0,3,2021,Long Rains,,,,,150.0,150.0,150.0,1.5,Expensive
2021-04-15,Rift Valley,Turkana,Kalobeyei (Village 1),3244,3.77,34.73,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,150.0,1.4,2021-04-01,123.56571428571428,150.0,4,2021,Long Rains,150.0,,,,150.0,150.0,150.0,0.8571428571428571,Cheap
2024-04-15,Rift Valley,Turkana,Kalobeyei (Village 1),3244,3.77,34.73,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,200.0,1.53,2024-04-01,384.6,200.0,4,2024,Long Rains,150.0,,,,166.66666666666666,166.66666666666666,166.66666666666666,1.0,Average
2024-12-15,Rift Valley,Turkana,Kalobeyei (Village 1),3244,3.77,34.73,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,200.0,1.55,2024-12-01,61.00714285714286,200.0,12,2024,Short Rains,200.0,150.0,,,183.33333333333331,175.0,175.0,1.0,Average
2026-04-15,Rift Valley,Turkana,Kalobeyei (Village 2),3246,3.76,34.75,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,150.0,1.16,2026-04-01,2.4,150.0,4,2026,Long Rains,,,,,150.0,150.0,150.0,0.9574468085106383,Average
2021-03-15,Nairobi,Nairobi,Kangemi (Nairobi),4626,-1.27,36.74,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,57.5,0.52,2021-03-01,17.51,57.5,3,2021,Long Rains,,,,,57.5,57.5,57.5,0.92,Average
2021-05-15,Nairobi,Nairobi,Kangemi (Nairobi),4626,-1.27,36.74,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,65.0,0.61,2021-05-01,97.17,65.0,5,2021,Long Rains,57.5,,,,61.25,61.25,61.25,1.026315789473684,Average
2021-06-15,Nairobi,Nairobi,Kangemi (Nairobi),4626,-1.27,36.74,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,65.0,0.6,2021-06-01,13.58,65.0,6,2021,Dry Season,65.0,,,,62.5,62.5,62.5,1.026315789473684,Average
2021-07-15,Nairobi,Nairobi,Kangemi (Nairobi),4626,-1.27,36.74,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,60.0,0.56,2021-07-01,17.59,60.0,7,2021,Dry Season,65.0,57.5,,,63.333333333333336,61.875,61.875,1.0,Average
2021-08-15,Nairobi,Nairobi,Kangemi (Nairobi),4626,-1.27,36.74,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,64.38,0.59,2021-08-01,22.56,64.38,8,2021,Dry Season,60.0,65.0,,,63.126666666666665,62.376,62.376,1.05587141919965,Average
2021-09-15,Nairobi,Nairobi,Kangemi (Nairobi),4626,-1.27,36.74,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,61.67,0.56,2021-09-01,19.27,61.67,9,2021,Dry Season,64.38,65.0,,,62.01666666666667,62.25833333333333,62.25833333333333,1.0102797231437113,Average
2021-11-15,Nairobi,Nairobi,Kangemi (Nairobi),4626,-1.27,36.74,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,65.0,0.58,2021-11-01,75.55,65.0,11,2021,Short Rains,61.67,60.0,57.5,,63.68333333333334,63.50833333333333,62.65,1.026315789473684,Average
2021-12-15,Nairobi,Nairobi,Kangemi (Nairobi),4626,-1.27,36.74,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,65.0,0.58,2021-12-01,60.26,65.0,12,2021,Short Rains,65.0,64.38,65.0,,63.89000000000001,63.50833333333333,62.94375,1.026315789473684,Average
2021-03-15,Nairobi,Nairobi,Kawangware (Nairobi),4625,-1.28,36.74,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,60.0,0.55,2021-03-01,17.51,60.0,3,2021,Long Rains,,,,,60.0,60.0,60.0,0.96,Average
2021-05-15,Nairobi,Nairobi,Kawangware (Nairobi),4625,-1.28,36.74,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,65.0,0.61,2021-05-01,97.17,65.0,5,2021,Long Rains,60.0,,,,62.5,62.5,62.5,1.026315789473684,Average
2021-06-15,Nairobi,Nairobi,Kawangware (Nairobi),4625,-1.28,36.74,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,65.0,0.6,2021-06-01,13.58,65.0,6,2021,Dry Season,65.0,,,,63.333333333333336,63.333333333333336,63.333333333333336,1.026315789473684,Average
2021-07-15,Nairobi,Nairobi,Kawangware (Nairobi),4625,-1.28,36.74,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,60.0,0.56,2021-07-01,17.59,60.0,7,2021,Dry Season,65.0,60.0,,,63.333333333333336,62.5,62.5,1.0,Average
2021-08-15,Nairobi,Nairobi,Kawangware (Nairobi),4625,-1.28,36.74,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,58.54,0.54,2021-08-01,22.56,58.54,8,2021,Dry Season,60.0,65.0,,,61.18,61.708000000000006,61.708000000000006,0.9600918434288214,Average
2021-09-15,Nairobi,Nairobi,Kawangware (Nairobi),4625,-1.28,36.74,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,62.5,0.57,2021-09-01,19.27,62.5,9,2021,Dry Season,58.54,65.0,,,60.34666666666666,61.84,61.84,1.0238768071425646,Average
2021-10-15,Nairobi,Nairobi,Kawangware (Nairobi),4625,-1.28,36.74,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,65.0,0.59,2021-10-01,13.62,65.0,10,2021,Short Rains,62.5,60.0,60.0,,62.01333333333333,62.673333333333325,62.29142857142857,1.04,Average
2021-11-15,Nairobi,Nairobi,Kawangware (Nairobi),4625,-1.28,36.74,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,65.0,0.58,2021-11-01,75.55,65.0,11,2021,Short Rains,65.0,58.54,65.0,,64.16666666666667,62.673333333333325,62.63,1.026315789473684,Average
2021-12-15,Nairobi,Nairobi,Kawangware (Nairobi),4625,-1.28,36.74,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,65.0,0.58,2021-12-01,60.26,65.0,12,2021,Short Rains,65.0,62.5,65.0,,65.0,62.673333333333325,62.89333333333333,1.026315789473684,Average
2022-01-15,Nairobi,Nairobi,Kawangware (Nairobi),4625,-1.28,36.74,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,65.0,0.57,2022-01-01,26.38,65.0,1,2022,Cool Dry,65.0,65.0,60.0,,65.0,63.50666666666666,63.104,1.0,Average
2021-03-15,Nairobi,Nairobi,Kibra (Nairobi),4627,-1.32,36.78,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,70.0,0.64,2021-03-01,17.51,70.0,3,2021,Long Rains,,,,,70.0,70.0,70.0,1.12,Expensive
2021-04-15,Nairobi,Nairobi,Kibra (Nairobi),4627,-1.32,36.78,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,70.0,0.65,2021-04-01,101.86,70.0,4,2021,Long Rains,70.0,,,,70.0,70.0,70.0,1.037037037037037,Average
2021-11-15,Coast,Mombasa,Kisumu Ndogo (Mombasa),4245,-4.04,39.69,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,110.0,0.98,2021-11-01,36.605,110.0,11,2021,Short Rains,,,,,110.0,110.0,110.0,0.9705882352941176,Average
2021-05-15,Rift Valley,Baringo,Marigat town (Baringo),3355,0.47,35.98,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,80.0,0.75,2021-05-01,222.105,80.0,5,2021,Long Rains,,,,,80.0,80.0,80.0,1.0,Average
2021-07-15,Rift Valley,Baringo,Marigat town (Baringo),3355,0.47,35.98,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,80.0,0.74,2021-07-01,188.22357142857143,80.0,7,2021,Dry Season,80.0,,,,80.0,80.0,80.0,1.0,Average
2021-08-15,Rift Valley,Baringo,Marigat town (Baringo),3355,0.47,35.98,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,80.0,0.73,2021-08-01,134.79785714285714,80.0,8,2021,Dry Season,80.0,,,,80.0,80.0,80.0,0.5714285714285714,Cheap
2022-02-15,Rift Valley,Baringo,Marigat town (Baringo),3355,0.47,35.98,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,80.0,0.7,2022-02-01,54.51928571428572,80.0,2,2022,Cool Dry,80.0,80.0,,,80.0,80.0,80.0,1.0,Average
2021-06-15,Eastern,Marsabit,Marsabit town,3358,2.33,37.99,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,120.0,1.11,2021-06-01,8.3125,120.0,6,2021,Dry Season,,,,,120.0,120.0,120.0,1.0,Average
2021-07-15,Eastern,Marsabit,Marsabit town,3358,2.33,37.99,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,120.0,1.11,2021-07-01,14.515,120.0,7,2021,Dry Season,120.0,,,,120.0,120.0,120.0,1.263157894736842,Expensive
2021-11-15,Eastern,Marsabit,Marsabit town,3358,2.33,37.99,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,120.0,1.07,2021-11-01,98.87875,120.0,11,2021,Short Rains,120.0,,,,120.0,120.0,120.0,1.0,Average
2022-01-15,Eastern,Marsabit,Marsabit town,3358,2.33,37.99,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,120.0,1.06,2022-01-01,22.955,120.0,1,2022,Cool Dry,120.0,120.0,,,120.0,120.0,120.0,1.0,Average
2022-02-15,Eastern,Marsabit,Marsabit town,3358,2.33,37.99,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,120.0,1.06,2022-02-01,20.54625,120.0,2,2022,Cool Dry,120.0,120.0,,,120.0,120.0,120.0,1.0,Average
2022-03-15,Eastern,Marsabit,Marsabit town,3358,2.33,37.99,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,120.0,1.05,2022-03-01,17.78375,120.0,3,2022,Long Rains,120.0,120.0,,,120.0,120.0,120.0,1.0,Average
2021-03-15,Nairobi,Nairobi,Mathare (Nairobi),4624,-1.26,36.86,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,65.0,0.59,2021-03-01,17.51,65.0,3,2021,Long Rains,,,,,65.0,65.0,65.0,1.04,Average
2021-04-15,Nairobi,Nairobi,Mathare (Nairobi),4624,-1.26,36.86,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,65.0,0.61,2021-04-01,101.86,65.0,4,2021,Long Rains,65.0,,,,65.0,65.0,65.0,0.9629629629629628,Average
2021-05-15,Nairobi,Nairobi,Mathare (Nairobi),4624,-1.26,36.86,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,60.0,0.56,2021-05-01,97.17,60.0,5,2021,Long Rains,65.0,,,,63.333333333333336,63.333333333333336,63.333333333333336,0.9473684210526316,Average
2021-06-15,Nairobi,Nairobi,Mathare (Nairobi),4624,-1.26,36.86,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,60.0,0.56,2021-06-01,13.58,60.0,6,2021,Dry Season,60.0,65.0,,,61.66666666666666,62.5,62.5,0.9473684210526316,Average
2021-07-15,Nairobi,Nairobi,Mathare (Nairobi),4624,-1.26,36.86,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,60.0,0.56,2021-07-01,17.59,60.0,7,2021,Dry Season,60.0,65.0,,,60.0,62.0,62.0,1.0,Average
2021-08-15,Nairobi,Nairobi,Mathare (Nairobi),4624,-1.26,36.86,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,60.0,0.55,2021-08-01,22.56,60.0,8,2021,Dry Season,60.0,60.0,,,60.0,61.66666666666666,61.66666666666666,0.9840367373715286,Average
2021-09-15,Nairobi,Nairobi,Mathare (Nairobi),4624,-1.26,36.86,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,60.0,0.55,2021-09-01,19.27,60.0,9,2021,Dry Season,60.0,60.0,65.0,,60.0,60.833333333333336,61.42857142857143,0.982921734856862,Average
2021-10-15,Nairobi,Nairobi,Mathare (Nairobi),4624,-1.26,36.86,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,60.0,0.54,2021-10-01,13.62,60.0,10,2021,Short Rains,60.0,60.0,65.0,,60.0,60.0,61.25,0.96,Average
2021-11-15,Nairobi,Nairobi,Mathare (Nairobi),4624,-1.26,36.86,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,60.0,0.54,2021-11-01,75.55,60.0,11,2021,Short Rains,60.0,60.0,60.0,,60.0,60.0,61.11111111111112,0.9473684210526316,Average
2021-12-15,Nairobi,Nairobi,Mathare (Nairobi),4624,-1.26,36.86,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,60.0,0.53,2021-12-01,60.26,60.0,12,2021,Short Rains,60.0,60.0,60.0,,60.0,60.0,61.0,0.9473684210526316,Average
2021-02-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,200.0,1.83,2021-02-01,96.08357142857145,200.0,2,2021,Cool Dry,,,,,200.0,200.0,200.0,1.3333333333333333,Expensive
