code,county,year_month,rainfall_mm,date
KEN.13341,Laikipia,1998-12,18.7,1998-12-01
KEN.13342,Marsabit,1998-12,5.28,1998-12-01
KEN.13343,Lamu,1998-12,31.56,1998-12-01
KEN.13344,Turkana,1998-12,0.78,1998-12-01
KEN.13345,Tharaka-Nithi,1998-12,39.56,1998-12-01
KEN.13346,Taita Taveta,1998-12,42.59,1998-12-01
KEN.13347,Samburu,1998-12,10.47,1998-12-01
KEN.1335,Migori,1998-12,62.87,1998-12-01
KEN.1336,Nakuru,1998-12,22.81,1998-12-01
KEN.1337,Garissa,1998-12,18.45,1998-12-01
KEN.1338,Mandera,1998-12,8.27,1998-12-01
KEN.1339,Baringo,1998-12,4.95,1998-12-01
KEN.1331,Uasin Gishu,1999-01,48.1,1999-01-01
KEN.13310,Kisii,1999-01,153.8,1999-01-01
KEN.13311,Bomet,1999-01,177.61,1999-01-01
KEN.13312,Nyamira,1999-01,147.48,1999-01-01
KEN.13313,Busia,1999-01,115.75,1999-01-01
KEN.13314,Bungoma,1999-01,87.97,1999-01-01
KEN.13315,Tana River,1999-01,8.86,1999-01-01
KEN.13316,Kakamega,1999-01,72.99,1999-01-01
KEN.13317,Meru,1999-01,44.89,1999-01-01
KEN.13318,Mombasa,1999-01,28.79,1999-01-01
KEN.13319,Trans Nzoia,1999-01,70.67,1999-01-01
KEN.1332,Kericho,1999-01,150.65,1999-01-01
KEN.13320,Nairobi,1999-01,17.01,1999-01-01
KEN.13321,Wajir,1999-01,0.75,1999-01-01
KEN.13322,Vihiga,1999-01,139.79,1999-01-01
KEN.13323,Narok,1999-01,83.95,1999-01-01
KEN.13324,Embu,1999-01,35.87,1999-01-01
KEN.13325,Kilifi,1999-01,26.69,1999-01-01
KEN.13326,Murang'a,1999-01,42.03,1999-01-01
KEN.13327,Kiambu,1999-01,25.18,1999-01-01
KEN.13328,Kirinyaga,1999-01,85.57,1999-01-01
KEN.13329,Homa Bay,1999-01,123.98,1999-01-01
KEN.1333,Nandi,1999-01,92.54,1999-01-01
KEN.13330,Isiolo,1999-01,4.1,1999-01-01
KEN.13331,West Pokot,1999-01,17.23,1999-01-01
KEN.13332,Makueni,1999-01,32.91,1999-01-01
KEN.13333,Kajiado,1999-01,21.8,1999-01-01
KEN.13334,Machakos,1999-01,31.21,1999-01-01
KEN.13335,Elgeyo-Marakwet,1999-01,90.88,1999-01-01
KEN.13336,Nyeri,1999-01,79.65,1999-01-01
KEN.13337,Kwale,1999-01,32.81,1999-01-01
KEN.13338,Nyandarua,1999-01,43.18,1999-01-01
KEN.13339,Kisumu,1999-01,108.88,1999-01-01
KEN.1334,Siaya,1999-01,143.38,1999-01-01
KEN.13340,Kitui,1999-01,20.86,1999-01-01
KEN.13341,Laikipia,1999-01,18.1,1999-01-01
KEN.13342,Marsabit,1999-01,1.62,1999-01-01
KEN.13343,Lamu,1999-01,15.51,1999-01-01
KEN.13344,Turkana,1999-01,1.3,1999-01-01
KEN.13345,Tharaka-Nithi,1999-01,38.58,1999-01-01
KEN.13346,Taita Taveta,1999-01,25.51,1999-01-01
KEN.13347,Samburu,1999-01,7.36,1999-01-01
KEN.1335,Migori,1999-01,128.77,1999-01-01
KEN.1336,Nakuru,1999-01,62.82,1999-01-01
KEN.1337,Garissa,1999-01,4.0,1999-01-01
KEN.1338,Mandera,1999-01,0.6,1999-01-01
KEN.1339,Baringo,1999-01,9.08,1999-01-01
KEN.1331,Uasin Gishu,1999-02,1.62,1999-02-01
KEN.13310,Kisii,1999-02,19.37,1999-02-01
KEN.13311,Bomet,1999-02,11.04,1999-02-01
KEN.13312,Nyamira,1999-02,14.38,1999-02-01
KEN.13313,Busia,1999-02,14.94,1999-02-01
KEN.13314,Bungoma,1999-02,6.32,1999-02-01
KEN.13315,Tana River,1999-02,4.76,1999-02-01
KEN.13316,Kakamega,1999-02,8.33,1999-02-01
KEN.13317,Meru,1999-02,8.57,1999-02-01
KEN.13318,Mombasa,1999-02,19.9,1999-02-01
KEN.13319,Trans Nzoia,1999-02,1.54,1999-02-01
KEN.1332,Kericho,1999-02,9.59,1999-02-01
KEN.13320,Nairobi,1999-02,7.38,1999-02-01
KEN.13321,Wajir,1999-02,0.45,1999-02-01
KEN.13322,Vihiga,1999-02,10.77,1999-02-01
KEN.13323,Narok,1999-02,5.09,1999-02-01
KEN.13324,Embu,1999-02,8.2,1999-02-01
KEN.13325,Kilifi,1999-02,19.71,1999-02-01
KEN.13326,Murang'a,1999-02,7.95,1999-02-01
KEN.13327,Kiambu,1999-02,6.22,1999-02-01
KEN.13328,Kirinyaga,1999-02,18.31,1999-02-01
KEN.13329,Homa Bay,1999-02,13.26,1999-02-01
KEN.1333,Nandi,1999-02,5.05,1999-02-01
KEN.13330,Isiolo,1999-02,1.06,1999-02-01
KEN.13331,West Pokot,1999-02,0.54,1999-02-01
KEN.13332,Makueni,1999-02,13.4,1999-02-01
KEN.13333,Kajiado,1999-02,8.17,1999-02-01
KEN.13334,Machakos,1999-02,13.03,1999-02-01
KEN.13335,Elgeyo-Marakwet,1999-02,1.29,1999-02-01
KEN.13336,Nyeri,1999-02,17.82,1999-02-01
KEN.13337,Kwale,1999-02,26.97,1999-02-01
KEN.13338,Nyandarua,1999-02,4.63,1999-02-01
KEN.13339,Kisumu,1999-02,7.44,1999-02-01
KEN.1334,Siaya,1999-02,19.44,1999-02-01
KEN.13340,Kitui,1999-02,7.88,1999-02-01
KEN.13341,Laikipia,1999-02,2.31,1999-02-01
KEN.13342,Marsabit,1999-02,0.57,1999-02-01
KEN.13343,Lamu,1999-02,8.54,1999-02-01
KEN.13344,Turkana,1999-02,0.22,1999-02-01
KEN.13345,Tharaka-Nithi,1999-02,6.98,1999-02-01
KEN.13346,Taita Taveta,1999-02,16.18,1999-02-01
KEN.13347,Samburu,1999-02,2.02,1999-02-01
KEN.1335,Migori,1999-02,20.48,1999-02-01
KEN.1336,Nakuru,1999-02,2.91,1999-02-01
KEN.1337,Garissa,1999-02,3.79,1999-02-01
KEN.1338,Mandera,1999-02,0.29,1999-02-01
KEN.1339,Baringo,1999-02,0.26,1999-02-01
KEN.1331,Uasin Gishu,1999-03,236.69,1999-03-01
KEN.13310,Kisii,1999-03,310.3,1999-03-01
KEN.13311,Bomet,1999-03,309.69,1999-03-01
KEN.13312,Nyamira,1999-03,289.41,1999-03-01
KEN.13313,Busia,1999-03,302.55,1999-03-01
KEN.13314,Bungoma,1999-03,391.31,1999-03-01
KEN.13315,Tana River,1999-03,65.81,1999-03-01
KEN.13316,Kakamega,1999-03,200.68,1999-03-01
KEN.13317,Meru,1999-03,155.36,1999-03-01
KEN.13318,Mombasa,1999-03,67.86,1999-03-01
KEN.13319,Trans Nzoia,1999-03,259.72,1999-03-01
KEN.1332,Kericho,1999-03,348.78,1999-03-01
KEN.13320,Nairobi,1999-03,76.0,1999-03-01
KEN.13321,Wajir,1999-03,79.37,1999-03-01
KEN.13322,Vihiga,1999-03,302.99,1999-03-01
KEN.13323,Narok,1999-03,199.48,1999-03-01
KEN.13324,Embu,1999-03,120.83,1999-03-01
KEN.13325,Kilifi,1999-03,65.69,1999-03-01
KEN.13326,Murang'a,1999-03,116.29,1999-03-01
KEN.13327,Kiambu,1999-03,92.2,1999-03-01
KEN.13328,Kirinyaga,1999-03,227.11,1999-03-01
KEN.13329,Homa Bay,1999-03,262.0,1999-03-01
KEN.1333,Nandi,1999-03,319.92,1999-03-01
KEN.13330,Isiolo,1999-03,63.92,1999-03-01
KEN.13331,West Pokot,1999-03,119.97,1999-03-01
KEN.13332,Makueni,1999-03,119.83,1999-03-01
KEN.13333,Kajiado,1999-03,121.62,1999-03-01
KEN.13334,Machakos,1999-03,125.04,1999-03-01
KEN.13335,Elgeyo-Marakwet,1999-03,197.26,1999-03-01
KEN.13336,Nyeri,1999-03,273.78,1999-03-01
KEN.13337,Kwale,1999-03,88.33,1999-03-01
KEN.13338,Nyandarua,1999-03,286.76,1999-03-01
KEN.13339,Kisumu,1999-03,266.15,1999-03-01
KEN.1334,Siaya,1999-03,292.07,1999-03-01
KEN.13340,Kitui,1999-03,99.14,1999-03-01
KEN.13341,Laikipia,1999-03,105.56,1999-03-01
KEN.13342,Marsabit,1999-03,56.81,1999-03-01
KEN.13343,Lamu,1999-03,45.63,1999-03-01
KEN.13344,Turkana,1999-03,52.85,1999-03-01
KEN.13345,Tharaka-Nithi,1999-03,127.78,1999-03-01
KEN.13346,Taita Taveta,1999-03,102.81,1999-03-01
KEN.13347,Samburu,1999-03,75.15,1999-03-01
KEN.1335,Migori,1999-03,257.42,1999-03-01
KEN.1336,Nakuru,1999-03,210.04,1999-03-01
KEN.1337,Garissa,1999-03,51.49,1999-03-01
KEN.1338,Mandera,1999-03,87.29,1999-03-01
KEN.1339,Baringo,1999-03,79.91,1999-03-01
KEN.1331,Uasin Gishu,1999-04,212.14,1999-04-01
KEN.13310,Kisii,1999-04,252.2,1999-04-01
KEN.13311,Bomet,1999-04,257.59,1999-04-01
KEN.13312,Nyamira,1999-04,245.97,1999-04-01
KEN.13313,Busia,1999-04,299.47,1999-04-01
KEN.13314,Bungoma,1999-04,287.81,1999-04-01
KEN.13315,Tana River,1999-04,74.75,1999-04-01
KEN.13316,Kakamega,1999-04,212.19,1999-04-01
KEN.13317,Meru,1999-04,91.46,1999-04-01
KEN.13318,Mombasa,1999-04,178.52,1999-04-01
KEN.13319,Trans Nzoia,1999-04,229.3,1999-04-01
KEN.1332,Kericho,1999-04,330.5,1999-04-01
KEN.13320,Nairobi,1999-04,108.38,1999-04-01
KEN.13321,Wajir,1999-04,49.06,1999-04-01
KEN.13322,Vihiga,1999-04,332.27,1999-04-01
KEN.13323,Narok,1999-04,140.61,1999-04-01
KEN.13324,Embu,1999-04,156.81,1999-04-01
KEN.13325,Kilifi,1999-04,116.55,1999-04-01
KEN.13326,Murang'a,1999-04,186.05,1999-04-01
KEN.13327,Kiambu,1999-04,137.41,1999-04-01
KEN.13328,Kirinyaga,1999-04,249.28,1999-04-01
KEN.13329,Homa Bay,1999-04,264.22,1999-04-01
KEN.1333,Nandi,1999-04,318.29,1999-04-01
KEN.13330,Isiolo,1999-04,20.0,1999-04-01
KEN.13331,West Pokot,1999-04,144.03,1999-04-01
KEN.13332,Makueni,1999-04,109.33,1999-04-01
KEN.13333,Kajiado,1999-04,94.21,1999-04-01
KEN.13334,Machakos,1999-04,130.79,1999-04-01
KEN.13335,Elgeyo-Marakwet,1999-04,181.34,1999-04-01
KEN.13336,Nyeri,1999-04,174.26,1999-04-01
KEN.13337,Kwale,1999-04,127.3,1999-04-01
KEN.13338,Nyandarua,1999-04,102.38,1999-04-01
KEN.13339,Kisumu,1999-04,306.48,1999-04-01
KEN.1334,Siaya,1999-04,316.46,1999-04-01
KEN.13340,Kitui,1999-04,96.05,1999-04-01
KEN.13341,Laikipia,1999-04,56.34,1999-04-01
KEN.13342,Marsabit,1999-04,29.05,1999-04-01
KEN.13343,Lamu,1999-04,129.0,1999-04-01
KEN.13344,Turkana,1999-04,39.23,1999-04-01
KEN.13345,Tharaka-Nithi,1999-04,108.13,1999-04-01
KEN.13346,Taita Taveta,1999-04,109.43,1999-04-01
KEN.13347,Samburu,1999-04,26.44,1999-04-01
KEN.1335,Migori,1999-04,189.0,1999-04-01
KEN.1336,Nakuru,1999-04,125.64,1999-04-01
KEN.1337,Garissa,1999-04,55.03,1999-04-01
KEN.1338,Mandera,1999-04,75.26,1999-04-01
KEN.1339,Baringo,1999-04,47.85,1999-04-01
KEN.1331,Uasin Gishu,1999-05,164.3,1999-05-01
KEN.13310,Kisii,1999-05,104.55,1999-05-01
KEN.13311,Bomet,1999-05,88.27,1999-05-01
KEN.13312,Nyamira,1999-05,110.62,1999-05-01
KEN.13313,Busia,1999-05,179.42,1999-05-01
KEN.13314,Bungoma,1999-05,209.45,1999-05-01
KEN.13315,Tana River,1999-05,42.53,1999-05-01
KEN.13316,Kakamega,1999-05,132.77,1999-05-01
KEN.13317,Meru,1999-05,32.94,1999-05-01
KEN.13318,Mombasa,1999-05,155.7,1999-05-01
KEN.13319,Trans Nzoia,1999-05,208.36,1999-05-01
KEN.1332,Kericho,1999-05,178.64,1999-05-01
KEN.13320,Nairobi,1999-05,28.66,1999-05-01
KEN.13321,Wajir,1999-05,18.13,1999-05-01
KEN.13322,Vihiga,1999-05,157.76,1999-05-01
KEN.13323,Narok,1999-05,27.13,1999-05-01
KEN.13324,Embu,1999-05,58.74,1999-05-01
KEN.13325,Kilifi,1999-05,105.87,1999-05-01
KEN.13326,Murang'a,1999-05,68.82,1999-05-01
KEN.13327,Kiambu,1999-05,51.66,1999-05-01
KEN.13328,Kirinyaga,1999-05,96.07,1999-05-01
KEN.13329,Homa Bay,1999-05,135.5,1999-05-01
KEN.1333,Nandi,1999-05,195.68,1999-05-01
KEN.13330,Isiolo,1999-05,4.33,1999-05-01
KEN.13331,West Pokot,1999-05,129.68,1999-05-01
KEN.13332,Makueni,1999-05,29.8,1999-05-01
KEN.13333,Kajiado,1999-05,26.8,1999-05-01
KEN.13334,Machakos,1999-05,30.97,1999-05-01
KEN.13335,Elgeyo-Marakwet,1999-05,211.87,1999-05-01
KEN.13336,Nyeri,1999-05,64.42,1999-05-01
KEN.13337,Kwale,1999-05,98.02,1999-05-01
KEN.13338,Nyandarua,1999-05,61.06,1999-05-01
KEN.13339,Kisumu,1999-05,160.45,1999-05-01
KEN.1334,Siaya,1999-05,180.93,1999-05-01
KEN.13340,Kitui,1999-05,22.16,1999-05-01
KEN.13341,Laikipia,1999-05,31.83,1999-05-01
KEN.13342,Marsabit,1999-05,7.34,1999-05-01
KEN.13343,Lamu,1999-05,115.54,1999-05-01
KEN.13344,Turkana,1999-05,11.4,1999-05-01
KEN.13345,Tharaka-Nithi,1999-05,33.11,1999-05-01
KEN.13346,Taita Taveta,1999-05,44.63,1999-05-01
KEN.13347,Samburu,1999-05,7.15,1999-05-01
KEN.1335,Migori,1999-05,78.75,1999-05-01
KEN.1336,Nakuru,1999-05,60.3,1999-05-01
KEN.1337,Garissa,1999-05,33.47,1999-05-01
KEN.1338,Mandera,1999-05,25.59,1999-05-01
KEN.1339,Baringo,1999-05,34.1,1999-05-01
KEN.1331,Uasin Gishu,1999-06,166.62,1999-06-01
KEN.13310,Kisii,1999-06,30.84,1999-06-01
KEN.13311,Bomet,1999-06,33.69,1999-06-01
KEN.13312,Nyamira,1999-06,41.42,1999-06-01
KEN.13313,Busia,1999-06,164.37,1999-06-01
KEN.13314,Bungoma,1999-06,194.52,1999-06-01
KEN.13315,Tana River,1999-06,11.86,1999-06-01
KEN.13316,Kakamega,1999-06,105.59,1999-06-01
KEN.13317,Meru,1999-06,19.89,1999-06-01
KEN.13318,Mombasa,1999-06,108.22,1999-06-01
KEN.13319,Trans Nzoia,1999-06,222.0,1999-06-01
KEN.1332,Kericho,1999-06,84.96,1999-06-01
KEN.13320,Nairobi,1999-06,13.51,1999-06-01
KEN.13321,Wajir,1999-06,8.05,1999-06-01
KEN.13322,Vihiga,1999-06,93.06,1999-06-01
KEN.13323,Narok,1999-06,13.17,1999-06-01
KEN.13324,Embu,1999-06,28.04,1999-06-01
KEN.13325,Kilifi,1999-06,44.51,1999-06-01
KEN.13326,Murang'a,1999-06,33.27,1999-06-01
KEN.13327,Kiambu,1999-06,23.38,1999-06-01
KEN.13328,Kirinyaga,1999-06,53.85,1999-06-01
KEN.13329,Homa Bay,1999-06,54.0,1999-06-01
KEN.1333,Nandi,1999-06,135.69,1999-06-01
KEN.13330,Isiolo,1999-06,0.53,1999-06-01
KEN.13331,West Pokot,1999-06,127.78,1999-06-01
KEN.13332,Makueni,1999-06,8.22,1999-06-01
KEN.13333,Kajiado,1999-06,12.43,1999-06-01
KEN.13334,Machakos,1999-06,10.49,1999-06-01
KEN.13335,Elgeyo-Marakwet,1999-06,284.77,1999-06-01
KEN.13336,Nyeri,1999-06,43.54,1999-06-01
KEN.13337,Kwale,1999-06,60.8,1999-06-01
KEN.13338,Nyandarua,1999-06,34.54,1999-06-01
KEN.13339,Kisumu,1999-06,70.83,1999-06-01
KEN.1334,Siaya,1999-06,100.98,1999-06-01
KEN.13340,Kitui,1999-06,3.93,1999-06-01
KEN.13341,Laikipia,1999-06,11.96,1999-06-01
KEN.13342,Marsabit,1999-06,1.37,1999-06-01
KEN.13343,Lamu,1999-06,75.29,1999-06-01
KEN.13344,Turkana,1999-06,2.9,1999-06-01
KEN.13345,Tharaka-Nithi,1999-06,22.42,1999-06-01
KEN.13346,Taita Taveta,1999-06,14.86,1999-06-01
KEN.13347,Samburu,1999-06,3.52,1999-06-01
KEN.1335,Migori,1999-06,21.62,1999-06-01
KEN.1336,Nakuru,1999-06,26.05,1999-06-01
KEN.1337,Garissa,1999-06,17.11,1999-06-01
KEN.1338,Mandera,1999-06,9.46,1999-06-01
KEN.1339,Baringo,1999-06,14.01,1999-06-01
KEN.1331,Uasin Gishu,1999-07,225.54,1999-07-01
KEN.13310,Kisii,1999-07,26.1,1999-07-01
KEN.13311,Bomet,1999-07,32.18,1999-07-01
KEN.13312,Nyamira,1999-07,37.06,1999-07-01
KEN.13313,Busia,1999-07,107.5,1999-07-01
KEN.13314,Bungoma,1999-07,227.65,1999-07-01
KEN.13315,Tana River,1999-07,7.63,1999-07-01
KEN.13316,Kakamega,1999-07,95.99,1999-07-01
KEN.13317,Meru,1999-07,45.94,1999-07-01
KEN.13318,Mombasa,1999-07,96.42,1999-07-01
KEN.13319,Trans Nzoia,1999-07,265.96,1999-07-01
KEN.1332,Kericho,1999-07,88.03,1999-07-01
KEN.13320,Nairobi,1999-07,12.83,1999-07-01
KEN.13321,Wajir,1999-07,4.48,1999-07-01
KEN.13322,Vihiga,1999-07,77.65,1999-07-01
KEN.13323,Narok,1999-07,12.72,1999-07-01
KEN.13324,Embu,1999-07,38.22,1999-07-01
KEN.13325,Kilifi,1999-07,31.86,1999-07-01
KEN.13326,Murang'a,1999-07,42.6,1999-07-01
KEN.13327,Kiambu,1999-07,26.85,1999-07-01
KEN.13328,Kirinyaga,1999-07,68.58,1999-07-01
KEN.13329,Homa Bay,1999-07,39.91,1999-07-01
KEN.1333,Nandi,1999-07,135.16,1999-07-01
KEN.13330,Isiolo,1999-07,3.2,1999-07-01
KEN.13331,West Pokot,1999-07,315.23,1999-07-01
KEN.13332,Makueni,1999-07,6.24,1999-07-01
KEN.13333,Kajiado,1999-07,12.38,1999-07-01
KEN.13334,Machakos,1999-07,9.52,1999-07-01
KEN.13335,Elgeyo-Marakwet,1999-07,503.45,1999-07-01
KEN.13336,Nyeri,1999-07,76.43,1999-07-01
KEN.13337,Kwale,1999-07,51.23,1999-07-01
KEN.13338,Nyandarua,1999-07,110.58,1999-07-01
KEN.13339,Kisumu,1999-07,53.28,1999-07-01
KEN.1334,Siaya,1999-07,77.55,1999-07-01
KEN.13340,Kitui,1999-07,4.31,1999-07-01
KEN.13341,Laikipia,1999-07,103.28,1999-07-01
KEN.13342,Marsabit,1999-07,6.18,1999-07-01
KEN.13343,Lamu,1999-07,55.0,1999-07-01
KEN.13344,Turkana,1999-07,51.32,1999-07-01
KEN.13345,Tharaka-Nithi,1999-07,39.46,1999-07-01
KEN.13346,Taita Taveta,1999-07,11.19,1999-07-01
KEN.13347,Samburu,1999-07,46.5,1999-07-01
KEN.1335,Migori,1999-07,14.68,1999-07-01
KEN.1336,Nakuru,1999-07,67.28,1999-07-01
KEN.1337,Garissa,1999-07,10.74,1999-07-01
KEN.1338,Mandera,1999-07,6.71,1999-07-01
KEN.1339,Baringo,1999-07,141.55,1999-07-01
KEN.1331,Uasin Gishu,1999-08,306.19,1999-08-01
KEN.13310,Kisii,1999-08,93.2,1999-08-01
KEN.13311,Bomet,1999-08,102.72,1999-08-01
KEN.13312,Nyamira,1999-08,109.66,1999-08-01
KEN.13313,Busia,1999-08,151.91,1999-08-01
KEN.13314,Bungoma,1999-08,292.57,1999-08-01
KEN.13315,Tana River,1999-08,10.07,1999-08-01
KEN.13316,Kakamega,1999-08,146.34,1999-08-01
KEN.13317,Meru,1999-08,43.95,1999-08-01
KEN.13318,Mombasa,1999-08,74.32,1999-08-01
KEN.13319,Trans Nzoia,1999-08,350.69,1999-08-01
KEN.1332,Kericho,1999-08,190.84,1999-08-01
KEN.13320,Nairobi,1999-08,30.11,1999-08-01
KEN.13321,Wajir,1999-08,4.56,1999-08-01
KEN.13322,Vihiga,1999-08,128.76,1999-08-01
KEN.13323,Narok,1999-08,53.49,1999-08-01
KEN.13324,Embu,1999-08,36.62,1999-08-01
KEN.13325,Kilifi,1999-08,33.85,1999-08-01
KEN.13326,Murang'a,1999-08,61.85,1999-08-01
KEN.13327,Kiambu,1999-08,53.23,1999-08-01
KEN.13328,Kirinyaga,1999-08,69.54,1999-08-01
KEN.13329,Homa Bay,1999-08,89.21,1999-08-01
KEN.1333,Nandi,1999-08,203.03,1999-08-01
KEN.13330,Isiolo,1999-08,1.07,1999-08-01
KEN.13331,West Pokot,1999-08,296.54,1999-08-01
KEN.13332,Makueni,1999-08,7.5,1999-08-01
KEN.13333,Kajiado,1999-08,17.76,1999-08-01
KEN.13334,Machakos,1999-08,11.07,1999-08-01
KEN.13335,Elgeyo-Marakwet,1999-08,624.98,1999-08-01
KEN.13336,Nyeri,1999-08,89.87,1999-08-01
KEN.13337,Kwale,1999-08,51.22,1999-08-01
KEN.13338,Nyandarua,1999-08,163.67,1999-08-01
KEN.13339,Kisumu,1999-08,104.31,1999-08-01
KEN.1334,Siaya,1999-08,136.82,1999-08-01
KEN.13340,Kitui,1999-08,3.71,1999-08-01
KEN.13341,Laikipia,1999-08,72.22,1999-08-01
KEN.13342,Marsabit,1999-08,1.65,1999-08-01
KEN.13343,Lamu,1999-08,44.33,1999-08-01
KEN.13344,Turkana,1999-08,21.89,1999-08-01
KEN.13345,Tharaka-Nithi,1999-08,38.29,1999-08-01
KEN.13346,Taita Taveta,1999-08,11.78,1999-08-01
KEN.13347,Samburu,1999-08,15.05,1999-08-01
KEN.1335,Migori,1999-08,58.09,1999-08-01
KEN.1336,Nakuru,1999-08,128.31,1999-08-01
KEN.1337,Garissa,1999-08,11.16,1999-08-01
KEN.1338,Mandera,1999-08,5.77,1999-08-01
KEN.1339,Baringo,1999-08,96.6,1999-08-01
KEN.1331,Uasin Gishu,1999-09,141.67,1999-09-01
KEN.13310,Kisii,1999-09,64.54,1999-09-01
KEN.13311,Bomet,1999-09,50.94,1999-09-01
KEN.13312,Nyamira,1999-09,67.11,1999-09-01
KEN.13313,Busia,1999-09,146.87,1999-09-01
KEN.13314,Bungoma,1999-09,164.56,1999-09-01
KEN.13315,Tana River,1999-09,10.04,1999-09-01
KEN.13316,Kakamega,1999-09,107.22,1999-09-01
KEN.13317,Meru,1999-09,31.36,1999-09-01
KEN.13318,Mombasa,1999-09,61.57,1999-09-01
KEN.13319,Trans Nzoia,1999-09,201.12,1999-09-01
KEN.1332,Kericho,1999-09,97.58,1999-09-01
KEN.13320,Nairobi,1999-09,10.52,1999-09-01
KEN.13321,Wajir,1999-09,4.53,1999-09-01
KEN.13322,Vihiga,1999-09,105.66,1999-09-01
KEN.13323,Narok,1999-09,21.38,1999-09-01
KEN.13324,Embu,1999-09,26.84,1999-09-01
KEN.13325,Kilifi,1999-09,31.56,1999-09-01
KEN.13326,Murang'a,1999-09,30.54,1999-09-01
KEN.13327,Kiambu,1999-09,19.37,1999-09-01
KEN.13328,Kirinyaga,1999-09,50.7,1999-09-01
KEN.13329,Homa Bay,1999-09,80.61,1999-09-01
KEN.1333,Nandi,1999-09,120.18,1999-09-01
KEN.13330,Isiolo,1999-09,0.85,1999-09-01
KEN.13331,West Pokot,1999-09,147.98,1999-09-01
KEN.13332,Makueni,1999-09,4.86,1999-09-01
KEN.13333,Kajiado,1999-09,8.78,1999-09-01
KEN.13334,Machakos,1999-09,6.73,1999-09-01
KEN.13335,Elgeyo-Marakwet,1999-09,273.6,1999-09-01
KEN.13336,Nyeri,1999-09,49.4,1999-09-01
KEN.13337,Kwale,1999-09,39.11,1999-09-01
KEN.13338,Nyandarua,1999-09,51.79,1999-09-01
KEN.13339,Kisumu,1999-09,80.82,1999-09-01
KEN.1334,Siaya,1999-09,131.84,1999-09-01
KEN.13340,Kitui,1999-09,3.68,1999-09-01
KEN.13341,Laikipia,1999-09,23.86,1999-09-01
KEN.13342,Marsabit,1999-09,1.29,1999-09-01
KEN.13343,Lamu,1999-09,36.52,1999-09-01
KEN.13344,Turkana,1999-09,5.15,1999-09-01
KEN.13345,Tharaka-Nithi,1999-09,28.06,1999-09-01
KEN.13346,Taita Taveta,1999-09,9.12,1999-09-01
KEN.13347,Samburu,1999-09,4.21,1999-09-01
KEN.1335,Migori,1999-09,44.52,1999-09-01
KEN.1336,Nakuru,1999-09,43.12,1999-09-01
KEN.1337,Garissa,1999-09,10.92,1999-09-01
KEN.1338,Mandera,1999-09,3.69,1999-09-01
KEN.1339,Baringo,1999-09,29.25,1999-09-01
KEN.1331,Uasin Gishu,1999-10,293.89,1999-10-01
KEN.13310,Kisii,1999-10,96.62,1999-10-01
KEN.13311,Bomet,1999-10,102.95,1999-10-01
KEN.13312,Nyamira,1999-10,106.81,1999-10-01
KEN.13313,Busia,1999-10,151.98,1999-10-01
KEN.13314,Bungoma,1999-10,238.99,1999-10-01
KEN.13315,Tana River,1999-10,12.58,1999-10-01
KEN.13316,Kakamega,1999-10,143.91,1999-10-01
KEN.13317,Meru,1999-10,82.87,1999-10-01
KEN.13318,Mombasa,1999-10,43.13,1999-10-01
KEN.13319,Trans Nzoia,1999-10,325.69,1999-10-01
KEN.1332,Kericho,1999-10,232.46,1999-10-01
KEN.13320,Nairobi,1999-10,19.98,1999-10-01
KEN.13321,Wajir,1999-10,9.67,1999-10-01
KEN.13322,Vihiga,1999-10,143.1,1999-10-01
KEN.13323,Narok,1999-10,36.89,1999-10-01
KEN.13324,Embu,1999-10,64.91,1999-10-01
KEN.13325,Kilifi,1999-10,27.0,1999-10-01
KEN.13326,Murang'a,1999-10,57.83,1999-10-01
KEN.13327,Kiambu,1999-10,33.19,1999-10-01
KEN.13328,Kirinyaga,1999-10,106.36,1999-10-01
KEN.13329,Homa Bay,1999-10,146.89,1999-10-01
KEN.1333,Nandi,1999-10,256.65,1999-10-01
KEN.13330,Isiolo,1999-10,6.13,1999-10-01
KEN.13331,West Pokot,1999-10,323.22,1999-10-01
KEN.13332,Makueni,1999-10,10.31,1999-10-01
KEN.13333,Kajiado,1999-10,17.52,1999-10-01
KEN.13334,Machakos,1999-10,18.96,1999-10-01
KEN.13335,Elgeyo-Marakwet,1999-10,444.79,1999-10-01
KEN.13336,Nyeri,1999-10,105.81,1999-10-01
KEN.13337,Kwale,1999-10,37.91,1999-10-01
KEN.13338,Nyandarua,1999-10,141.41,1999-10-01
KEN.13339,Kisumu,1999-10,143.0,1999-10-01
KEN.1334,Siaya,1999-10,164.26,1999-10-01
KEN.13340,Kitui,1999-10,9.32,1999-10-01
KEN.13341,Laikipia,1999-10,69.49,1999-10-01
KEN.13342,Marsabit,1999-10,9.28,1999-10-01
KEN.13343,Lamu,1999-10,29.72,1999-10-01
KEN.13344,Turkana,1999-10,32.83,1999-10-01
KEN.13345,Tharaka-Nithi,1999-10,73.75,1999-10-01
KEN.13346,Taita Taveta,1999-10,12.68,1999-10-01
KEN.13347,Samburu,1999-10,16.23,1999-10-01
KEN.1335,Migori,1999-10,89.84,1999-10-01
KEN.1336,Nakuru,1999-10,121.78,1999-10-01
KEN.1337,Garissa,1999-10,11.2,1999-10-01
KEN.1338,Mandera,1999-10,33.31,1999-10-01
KEN.1339,Baringo,1999-10,86.99,1999-10-01
KEN.1331,Uasin Gishu,1999-11,56.7,1999-11-01
